Wine,Winery,Region,Sub Region,Year,Type,Grape,Alcohol,Review Score,Price
Alevosía,Viñedos y Bodega Julio Crespo,Unknown,Tierra de León,2006.0,Red,Mencía,12.5,11.5,10.15
Finca Montegrande,Bodegas Arturo Alvarez,Unknown,Tierra de León,2006.0,Red,Prieto Picudo,13.0,11.0,3.5
D'Ornia,Bodegas Ribera del Ornia,Unknown,Tierra de León,2006.0,Red,Prieto Picudo,13.5,10.0,3.75
Viña El Pico de los Cerros,Nicolás Rey e Hijos,Unknown,Tierra de León,2007.0,Red,Prieto Picudo,13.5,10.0,3.0
D'Ornia Roble,Bodegas Ribera del Ornia,Unknown,Tierra de León,2005.0,Red,Prieto Picudo,13.5,10.0,5.5
La Rentera Roble,Viñedos y Bodega Julio Crespo,Unknown,Tierra de León,2006.0,Red,"Mencía, Prieto Picudo",12.5,10.0,5.1
Joan Sardà Chardonnay,Bodegas Joan Sardá,Cataluña,Penedès,2007.0,White,Chardonnay,13.0,14.0,6.9
Waltraud Riesling,Familia Torres,Cataluña,Penedès,2007.0,White,Riesling,13.0,14.0,15.0
Gran Caus Blanco,Can Ràfols dels Caus,Cataluña,Penedès,2006.0,White,"Chardonnay, Chenin Blanc, Xarel·lo",12.5,13.5,13.0
Albet i Noya Clàssic Xarel.lo,Albet i Noya,Cataluña,Penedès,2007.0,White,Xarel·lo,12.5,13.5,4.95
Blanc Mariner Xarel.lo-Chardonnay,Bodegas Joan Sardá,Cataluña,Penedès,2007.0,White,"Xarel·lo (50%), Chardonnay (50%)",12.0,13.5,3.8
Heretat Vall-Ventós Blanc de Noir,Joan Raventós Rosell,Cataluña,Penedès,2007.0,White,Pinot Noir,12.0,13.5,8.25
Mas Escorpí Chardonnay,Gramona,Cataluña,Penedès,2007.0,White,Chardonnay,12.5,13.5,9.5
Terrasola Muscat-Garnacha Blanca,Jean Leon,Cataluña,Catalunya,2007.0,White,"Muscat, Garnacha Blanca",12.0,13.5,11.0
Ginesta,Parés Baltà,Cataluña,Penedès,2007.0,White,Gewürztraminer,13.0,13.0,15.0
Giró Ribot Blanc de Blancs,Giró Ribot,Cataluña,Penedès,2007.0,White,Otras,11.5,13.0,4.52
Jané Ventura Xarel.lo-Muscat,Jané Ventura,Cataluña,Penedès,2007.0,White,"Muscat, Xarel·lo",12.0,13.0,5.7
Raissant Coupage,Giró Ribot,Cataluña,Penedès,2007.0,White,Otras,12.0,13.0,7.35
Terrasola Sauvignon Blanc-Parellada,Jean Leon,Cataluña,Catalunya,2007.0,White,"Sauvignon Blanc, Parellada",11.5,13.0,11.0
Gessamí,Gramona,Cataluña,Penedès,2007.0,White,"Muscat of Alexandria, Sauvignon Blanc",11.5,12.5,7.5
Viña Heredad Blanc de Blancs,Segura Viudas,Cataluña,Penedès,2007.0,White,"Macabeo, Parellada, Xarel·lo",12.0,12.5,4.5
Viña Sardà Xarel.lo-Chardonnay,Bodegas Joan Sardá,Cataluña,Penedès,2007.0,White,"Xarel·lo (70%), Chardonnay (30%)",11.5,12.5,3.0
Calcari,Parés Baltà,Cataluña,Penedès,2007.0,White,Xarel·lo,12.5,12.0,8.0
Finca Renardes Blanc Coupage,Parató Vinícola,Cataluña,Penedès,2007.0,White,Otras,12.0,11.0,5.0
Parató Xarel.lo,Parató Vinícola,Cataluña,Penedès,2007.0,White,Xarel·lo,13.0,11.0,5.1
Petit Caus Blanco,Can Ràfols dels Caus,Cataluña,Penedès,2007.0,White,"Macabeo, Xarel·lo, Chenin Blanc, Chardonnay, Moscatel",11.5,11.0,6.5
Raissant Blanc Flor,Giró Ribot,Cataluña,Penedès,2007.0,White,"Muscat, Gewürztraminer",12.5,11.0,6.37
Vallformosa Sauvignon Blanc,Masia Vallformosa,Cataluña,Penedès,2007.0,White,Sauvignon Blanc,12.5,11.0,6.0
Can Feixes Blanc Selecció,Huguet de Can Feixes,Cataluña,Penedès,2007.0,White,"Parellada (40%), Macabeo (30%), Chardonnay (20%), Malvasia (10%)",12.0,10.5,7.0
Giró Ribot Muscat,Giró Ribot,Cataluña,Penedès,2007.0,White,Muscat,12.0,10.5,6.25
Marta de Baltà,Parés Baltà,Cataluña,Penedès,2005.0,Red,Syrah,13.0,16.0,45.0
Terrasola Syrah y Garnacha Crianza,Jean Leon,Cataluña,Catalunya,2005.0,Red,"Garnacha, Syrah",14.0,15.5,11.0
Antistiana,Mas Comtal,Cataluña,Penedès,2005.0,Red,"Merlot (85%), Cabernet Sauvignon (10%), Cabernet Franc (5%)",13.5,15.0,13.15
René Barbier Selección Cabernet Sauvignon Crianza,René Barbier,Cataluña,Penedès,2005.0,Red,Cabernet Sauvignon,13.0,14.0,15.5
Nara Crianza,Bodega Can Bonastre,Cataluña,Penedès,2005.0,Red,"Cabernet Sauvignon (70%), Merlot (20%), Syrah (10%)",13.5,14.0,18.5
Radix Rosé,Parés Baltà,Cataluña,Penedès,2007.0,Rose,Syrah,13.5,13.5,15.0
Can Feixes Negre Selecció,Huguet de Can Feixes,Cataluña,Penedès,2005.0,Red,"Merlot (40%), Cabernet Sauvignon (25%), Ull de Llebre (25%), Petit Verdot (10%)",14.1,13.0,12.0
Jean Leon Merlot Vinya Palau,Jean Leon,Cataluña,Penedès,2005.0,Red,Merlot,14.0,13.0,20.0
Joan Sardà Cabernet Sauvignon Crianza,Bodegas Joan Sardá,Cataluña,Penedès,2005.0,Red,Cabernet Sauvignon,13.5,13.0,6.9
Mas Vilella,Jané Ventura,Cataluña,Penedès,2005.0,Red,Cabernet Sauvignon,14.0,13.0,23.0
Albet i Noya Finca La Milana Ecologico,Albet i Noya,Cataluña,Penedès,2005.0,Red,"Cabernet Sauvignon, Merlot, Caladoc, Ull de Llebre",14.0,12.5,18.85
Gemma de Vallformosa Merlot,Masia Vallformosa,Cataluña,Penedès,2007.0,Rose,Merlot,13.0,12.0,5.0
Albet i Noya Clàssic Pinot Noir-Merlot,Albet i Noya,Cataluña,Penedès,2007.0,Rose,"Pinot Noir, Merlot",13.0,12.0,5.7
Terrasola Tempranillo-Monastrell Crianza,Jean Leon,Cataluña,Catalunya,2005.0,Red,"Tempranillo, Monastrell",13.5,12.0,10.0
Clos Maset Selección Especial,Masia Vallformosa,Cataluña,Penedès,2005.0,Red,Cabernet Sauvignon,13.5,12.0,12.0
Parató Pinot Noir,Parató Vinícola,Cataluña,Penedès,2007.0,Rose,Pinot Noir,12.0,11.5,6.2
Gramona Primeur,Gramona,Cataluña,Penedès,2007.0,Rose,"Syrah (80%), Merlot (20%)",12.5,11.5,8.0
Joan Sardà Tempranillo crianza,Bodegas Joan Sardá,Cataluña,Penedès,2005.0,Red,Tempranillo,13.0,11.5,5.3
Masia Freye Seleccion Especial Merlot,Masia Vallformosa,Cataluña,Penedès,2005.0,Red,Merlot,13.5,11.5,12.0
Viña Sardà Merlot,Bodegas Joan Sardá,Cataluña,Penedès,2007.0,Rose,Merlot,11.5,11.0,3.0
Jané Ventura Rosado,Jané Ventura,Cataluña,Penedès,2007.0,Rose,"Ull de Llebre, Cariñena, Merlot",12.5,11.0,5.9
Clos Juvència,Segura Viudas,Cataluña,Penedès,2007.0,Rose,Otras,13.0,11.0,10.5
Gran Caus Rosado,Can Ràfols dels Caus,Cataluña,Penedès,2007.0,Rose,Otras,13.0,11.0,13.0
Joan Sardà Rosé Cabernet Sauvignon,Bodegas Joan Sardá,Cataluña,Penedès,2007.0,Rose,Cabernet Sauvignon,12.5,10.0,6.1
Avgvstvs Cabernet Sauvignon Rosé,Cellers Puig I Roca (Avgvstvs),Cataluña,Penedès,2007.0,Rose,Cabernet Sauvignon,13.0,10.0,7.0
Petit Caus Rosado,Can Ràfols dels Caus,Cataluña,Penedès,2007.0,Rose,Otras,11.5,9.0,6.0
Joan Sardà Merlot Crianza,Bodegas Joan Sardá,Cataluña,Penedès,2005.0,Red,Merlot,13.0,9.0,6.9
El Rocallís,Can Ràfols dels Caus,Cataluña,Penedès,2003.0,White,Incroccio Manzoni,13.0,16.5,25.0
Fransola Sauvignon Blanc,Familia Torres,Cataluña,Penedès,2007.0,White,"Sauvignon Blanc, Parellada",13.0,15.0,16.0
René Barbier Selección Chardonnay,René Barbier,Cataluña,Penedès,2006.0,White,Chardonnay,13.5,15.0,12.5
Milmanda,Familia Torres,Cataluña,Conca de Barberà,2006.0,White,Chardonnay,13.5,15.0,35.0
Gran Viña Sol Chardonnay F/Barrica,Familia Torres,Cataluña,Penedès,2007.0,White,Chardonnay,13.5,14.0,9.0
Maurel,Bodega Can Bonastre,Cataluña,Penedès,2007.0,White,Chardonnay,13.0,13.5,13.0
Jean Leon Chardonnay Vinya Gigi,Jean Leon,Cataluña,Penedès,2006.0,White,Chardonnay,13.5,13.5,18.0
Jané Ventura Negre Selecció,Jané Ventura,Cataluña,Penedès,2006.0,Red,"Ull de Llebre, Merlot, Syrah, Cabernet Sauvignon, Sumoll",14.0,13.5,9.75
Hisenda Miret,Parés Baltà,Cataluña,Penedès,2006.0,Red,Garnacha,14.5,13.5,20.0
Jean Leon Petit Chardonnay,Jean Leon,Cataluña,Penedès,2007.0,White,Chardonnay,14.0,13.0,14.0
Albet i Noya Lignum Blanco Ecológico,Albet i Noya,Cataluña,Penedès,2007.0,White,"Sauvignon Blanc, Chardonnay",12.5,13.0,7.1
Gramona Sauvignon Blanc,Gramona,Cataluña,Penedès,2007.0,White,Sauvignon Blanc,12.5,13.0,16.0
Nerola Xarel.lo-Garnacha,Familia Torres,Cataluña,Catalunya,2006.0,White,"Xarel·lo, Garnacha Blanca",13.0,13.0,10.0
Can Feixes Chardonnay,Huguet de Can Feixes,Cataluña,Penedès,2005.0,White,Chardonnay,13.5,13.0,19.0
Vallformosa Syrah-Tempranillo,Masia Vallformosa,Cataluña,Penedès,2006.0,Red,"Syrah, Tempranillo",13.5,13.0,6.0
Bru de Gramona Pinot Noir,Gramona,Cataluña,Penedès,2006.0,Red,Pinot Noir,13.5,13.0,22.0
Ática Tres x Tres,Parató Vinícola,Cataluña,Penedès,2007.0,White,Otras,12.5,12.5,10.0
Xarel.lo Gramona,Gramona,Cataluña,Penedès,2004.0,White,Xarel·lo,12.0,12.5,15.0
Avgvstvs Cabernet Sauvignon-Merlot,Cellers Puig I Roca (Avgvstvs),Cataluña,Penedès,2006.0,Red,"Merlot, Cabernet Sauvignon",13.5,12.5,9.0
La Calma,Can Ràfols dels Caus,Cataluña,Penedès,2005.0,White,Chenin Blanc,12.5,12.0,27.0
Avgvstvs Cabernet Franc,Cellers Puig I Roca (Avgvstvs),Cataluña,Penedès,2006.0,Red,Cabernet Franc,14.0,12.0,10.0
Avgvstvs Xarel.lo,Cellers Puig I Roca (Avgvstvs),Cataluña,Penedès,2007.0,White,Xarel·lo,13.0,11.5,15.0
Heretat Vall-Ventós Vendimia Seleccionada,Heretat Vall-Ventós,Cataluña,Penedès,2006.0,White,Chenin Blanc,11.5,11.5,8.7
Viña Sardà Merlot-Tempranillo,Bodegas Joan Sardá,Cataluña,Penedès,2006.0,Red,"Merlot, Tempranillo",12.5,11.5,3.0
Finca Renardes,Parató Vinícola,Cataluña,Penedès,2006.0,Red,"Cabernet Sauvignon, Tempranillo",13.5,10.5,6.0
Avgvstvs Chardonnay,Cellers Puig I Roca (Avgvstvs),Cataluña,Penedès,2007.0,White,Chardonnay,13.0,14.0,17.0
Grans Muralles,Familia Torres,Cataluña,Conca de Barberà,2004.0,Red,"Monastrell, Garnacha, Samsó, Garró, Cariñena",14.0,15.0,85.0
Absis,Parés Baltà,Cataluña,Penedès,2003.0,Red,"Tempranillo (61%), Merlot (24%), Cabernet Sauvignon (9%), Syrah (6%)",14.0,15.0,50.0
Caus Lubis,Can Ràfols dels Caus,Cataluña,Penedès,2000.0,Red,Merlot,14.0,15.0,45.0
Albet i Noya Reserva Martí Ecológico,Albet i Noya,Cataluña,Penedès,2004.0,Red,"Syrah, Tempranillo, Cabernet Sauvignon, Merlot",14.5,14.5,23.7
Avgvstvs Trajanvs,Cellers Puig I Roca (Avgvstvs),Cataluña,Penedès,2001.0,Red,"Cabernet Sauvignon, Merlot, Cabernet Franc",13.5,14.5,16.0
Mas La Plana Cabernet Sauvignon,Familia Torres,Cataluña,Penedès,2004.0,Red,Cabernet Sauvignon,14.0,14.0,38.0
Gran Coronas Cabernet Sauvignon Reserva,Familia Torres,Cataluña,Penedès,2004.0,Red,"Cabernet Sauvignon (85%), Tempranillo (15%)",14.0,13.5,12.0
Mas D'Aranyó Reserva,Segura Viudas,Cataluña,Penedès,2003.0,Red,"Tempranillo, Otras",13.5,13.5,12.8
Can Feixes Reserva Especial,Huguet de Can Feixes,Cataluña,Penedès,2000.0,Red,"Cabernet Sauvignon (80%), Merlot (20%)",14.5,13.0,26.0
Finca Els Camps Ull de Llebre,Jané Ventura,Cataluña,Penedès,2004.0,Red,Ull de Llebre,14.5,12.5,23.0
Gran Sangre de Toro Reserva,Familia Torres,Cataluña,Catalunya,2004.0,Red,"Garnacha (60%), Mazuelo (25%), Syrah (15%)",14.0,12.5,9.5
Pedradura,Can Camps,Cataluña,Penedès,2003.0,Red,Marselan,13.0,12.5,10.0
Bru de Gramona Merlot & Co,Gramona,Cataluña,Penedès,2003.0,Red,"Merlot, Otras",13.5,12.5,12.0
Heretat Vall-Ventós Reserva,Heretat Vall-Ventós,Cataluña,Penedès,2002.0,Red,"Cabernet Sauvignon (50%), Merlot (30%), Syrah (20%)",13.0,12.5,16.0
Gran Vinya Sardà Reserva,Bodegas Joan Sardá,Cataluña,Penedès,2004.0,Red,"Cabernet Sauvignon (50%), Tempranillo (25%), Merlot (25%)",13.5,12.0,10.2
Vallformosa Reserva Tempranillo-Cabernet sauvignon,Masia Vallformosa,Cataluña,Penedès,2002.0,Red,"Tempranillo, Cabernet Sauvignon",13.0,11.5,9.0
Vallformosa Cabernet Sauvignon,Masia Vallformosa,Cataluña,Penedès,2002.0,Red,Cabernet Sauvignon,13.5,11.0,7.5
Parató Negre Classic Reserva,Parató Vinícola,Cataluña,Penedès,2001.0,Red,"Cabernet Sauvignon, Ull de Llebre",13.5,11.0,9.5
Gago,Cía. de Vinos Telmo Rodríguez,Castilla y León,Toro,2006.0,Red,Tinta de Toro,14.5,15.0,16.0
Palacio de Villachica Roble,Palacio de Villachica,Castilla y León,Toro,2006.0,Red,Tinta de Toro,14.0,14.0,4.3
Bajoz Crianza,Bodega Viña Bajoz,Castilla y León,Toro,2004.0,Red,Tinta de Toro,13.5,14.0,6.0
Marqués de Olivara Crianza,Marqués de Olivara,Castilla y León,Toro,2005.0,Red,Tinta de Toro,14.5,14.0,6.95
Orot Crianza,Bodegas Toresanas,Castilla y León,Toro,2004.0,Red,Tinta de Toro,14.5,14.0,8.5
Viñalcasta Crianza,Cepas y Bodegas (Viñalcasta),Castilla y León,Toro,2005.0,Red,Tinta de Toro,14.5,14.0,13.0
La Garona,Bodegas Estancia Piedra,Castilla y León,Toro,2003.0,Red,"Tinta de Toro, Garnacha",14.0,14.0,14.0
Amant Roble,Bodegas Toresanas,Castilla y León,Toro,2007.0,Red,Tinta de Toro,14.0,13.5,5.0
Liberalia Cero,Liberalia Enológica,Castilla y León,Toro,2007.0,Red,Tinta de Toro,14.5,13.5,7.25
Baco Crianza,Bodegas Covitoro (S. Coop. Vino de Toro),Castilla y León,Toro,2004.0,Red,Tinta de Toro,14.5,13.5,6.5
Baco Roble,Bodegas Covitoro (S. Coop. Vino de Toro),Castilla y León,Toro,2007.0,Red,Tinta de Toro,14.5,13.0,4.0
Tertius Roble,Bodegas Monte La Reina,Castilla y León,Toro,2006.0,Red,Tinta de Toro,13.5,13.0,4.9
Colegiata Barrica,Bodegas Fariña,Castilla y León,Toro,2006.0,Red,Tinta de Toro,13.5,13.0,6.0
Peñamonte 3 meses de Barrica,Bodegas Torreduero,Castilla y León,Toro,2006.0,Red,Tinta de Toro,14.5,13.0,7.85
Muruve Crianza,Bodegas Frutos Villar,Castilla y León,Toro,2005.0,Red,Tinta de Toro,14.5,13.0,7.0
Castillo de Monte la Reina Fermentado en Barrica,Bodegas Monte La Reina,Castilla y León,Toro,2006.0,Red,Tinta de Toro,14.5,13.0,18.0
Taurus Crianza,Viñedos de Villaester (Grupo La Navarra),Castilla y León,Toro,2004.0,Red,Tinta de Toro,14.0,12.5,6.5
Taurus Roble,Viñedos de Villaester (Grupo La Navarra),Castilla y León,Toro,2005.0,Red,Otras (%),13.5,12.0,4.5
Rejadorada Roble,Bodegas Rejadorada,Castilla y León,Toro,2007.0,Red,Tinta de Toro,14.5,12.0,6.0
Muruve Roble,Bodegas Frutos Villar,Castilla y León,Toro,2006.0,Red,Tinta de Toro,14.0,11.5,4.4
Castillo de Monte La Reina Roble,Bodegas Monte La Reina,Castilla y León,Toro,2007.0,Red,Tinta de Toro,13.5,11.5,7.5
Liberalia Tres,Liberalia Enológica,Castilla y León,Toro,2007.0,Red,Tinta de Toro,14.5,10.5,5.4
Marqués de Peñamonte Crianza,Bodegas Torreduero,Castilla y León,Toro,2004.0,Red,Tinta de Toro,14.5,10.0,10.75
Finca Sobreño Roble,Bodegas Sobreño,Castilla y León,Toro,2007.0,Red,Tinta de Toro,14.0,9.0,5.9
Exp. nº 2 sobre paja,Quinta de la Quietud,Castilla y León,Toro,2005.0,Dulce,"Moscatel, Malvasia, Palomino, Verdejo",12.5,16.0,25.0
Prima,San Román Bodegas y Viñedos,Castilla y León,Toro,2006.0,Red,"Tinta de Toro (90%), Garnacha (10%)",14.5,15.5,9.5
Villachica Crianza,Palacio de Villachica,Castilla y León,Toro,2003.0,Red,Tinta de Toro (100%),14.0,15.5,6.26
Piedra Etiqueta Roja,Bodegas Estancia Piedra,Castilla y León,Toro,2004.0,Red,Tinta de Toro,14.0,15.0,14.0
Gran Colegiata Crianza,Bodegas Fariña,Castilla y León,Toro,2003.0,Red,Tinta de Toro,13.5,15.0,9.0
Marqués de la Villa Reserva,Bodegas Covitoro (S. Coop. Vino de Toro),Castilla y León,Toro,2003.0,Red,Tinta de Toro (100%),14.5,15.0,12.5
Cañus Verus Viñas Viejas,Bodegas Covitoro (S. Coop. Vino de Toro),Castilla y León,Toro,2005.0,Red,Tinta de Toro,14.5,14.5,8.0
Tres Lunas,Bodegas Gil Luna,Castilla y León,Toro,2005.0,Red,"Tinta de Toro (95%), Garnacha (5%)",14.0,14.5,10.5
Muruve Reserva,Bodegas Frutos Villar,Castilla y León,Toro,2003.0,Red,Tinta de Toro,14.0,14.5,8.9
Corral de Campanas,Quinta de la Quietud,Castilla y León,Toro,2007.0,Red,Tinta de Toro,14.5,14.0,9.0
Novellum,Bodegas Rejadorada,Castilla y León,Toro,2005.0,Red,Tinta de Toro,14.5,14.0,10.0
Finca Sobreño Crianza,Bodegas Sobreño,Castilla y León,Toro,2004.0,Red,Tinta de Toro,14.5,14.0,8.5
Marqués de Olivara Reserva,Marqués de Olivara,Castilla y León,Toro,2003.0,Red,Tinta de Toro,14.5,14.0,14.45
Cantadal,Bodegas Estancia Piedra,Castilla y León,Otros Castilla y León,2005.0,Red,Otras,14.5,13.5,9.0
Campustauru,Viñedos de Villaester (Grupo La Navarra),Castilla y León,Toro,2006.0,Red,Tinta de Toro,13.0,13.0,5.0
Juan Rojo,Bodegas y Pagos Matarredonda,Castilla y León,Toro,2004.0,Red,Tinta de Toro,13.5,13.0,8.65
Libranza,Bodegas y Pagos Matarredonda,Castilla y León,Toro,2004.0,Red,Tinta de Toro,13.5,13.0,14.65
Gran Colegiata Reserva,Bodegas Fariña,Castilla y León,Toro,2000.0,Red,Tinta de Toro,13.5,13.0,13.0
Amant Novillo,Bodegas Toresanas,Castilla y León,Toro,2007.0,Red,Tinta de Toro,14.0,12.5,5.0
Piedra Viña Azul,Bodegas Estancia Piedra,Castilla y León,Toro,2007.0,Red,Tinta de Toro,14.0,12.5,7.0
Camparrón Reserva,Bodegas Francisco Casas,Castilla y León,Toro,2004.0,Red,Tinta de Toro,13.5,12.5,10.5
Cyan 12 meses,Bodegas y Viñedos Garanza (Cyan),Castilla y León,Toro,2004.0,Red,Tinta de Toro (100%),14.0,12.5,11.0
Palacio de Villachica 5T,Palacio de Villachica,Castilla y León,Toro,2003.0,Red,Tinta de Toro,13.5,12.5,5.8
Camparrón Selección,Bodegas Francisco Casas,Castilla y León,Toro,2007.0,Red,Tinta de Toro,13.5,12.0,4.5
Liberalia Cuatro Crianza,Liberalia Enológica,Castilla y León,Toro,2005.0,Red,Tinta de Toro,14.7,12.0,7.25
Damalisco crianza,Rodríguez Sanzo,Castilla y León,Toro,2005.0,Red,Tempranillo (100%),13.5,12.0,7.5
Vega Sauco TÓ,Bodegas Vega Saúco,Castilla y León,Toro,2004.0,Red,Tinta de Toro,14.0,12.0,12.0
El Titan del Bendito,Dominio del Bendito,Castilla y León,Toro,2005.0,Red,Tinta de Toro,15.0,15.5,34.0
Piedra Paredinas,Bodegas Estancia Piedra,Castilla y León,Toro,2002.0,Red,Tinta de Toro,14.0,15.0,34.0
Pago La Jara,Cía. de Vinos Telmo Rodríguez,Castilla y León,Toro,2005.0,Red,Tinta de Toro,15.0,15.0,42.0
Dominio del Bendito,Dominio del Bendito,Castilla y León,Toro,2005.0,Red,Tinta de Toro,15.0,14.5,16.0
Liberalia Cinco Reserva,Liberalia Enológica,Castilla y León,Toro,2004.0,Red,Tinta de Toro,14.7,14.5,23.2
San Roman,San Román Bodegas y Viñedos,Castilla y León,Toro,2005.0,Red,Tinta de Toro,14.5,14.5,25.0
Cyan Pago de la Calera Reserva,Bodegas y Viñedos Garanza (Cyan),Castilla y León,Toro,2002.0,Red,Tinta de Toro,14.0,14.5,34.0
El Albar Excelencia,Bodega El Albar Lurton,Castilla y León,Toro,2005.0,Red,Tinta de Toro,14.5,14.5,38.0
Inaraja,Bodegas Monte La Reina,Castilla y León,Toro,2004.0,Red,Tinta de Toro,14.8,14.0,60.0
Cyan Prestigio,Bodegas y Viñedos Garanza (Cyan),Castilla y León,Toro,2003.0,Red,Tinta de Toro,14.0,13.5,18.0
El Albar Barricas,Bodega El Albar Lurton,Castilla y León,Toro,2006.0,Red,Tinta de Toro,15.0,13.5,18.0
Muruve Élite,Bodegas Frutos Villar,Castilla y León,Toro,2004.0,Red,Tinta de Toro,14.5,13.5,19.0
Sango de Rejadorada,Bodegas Rejadorada,Castilla y León,Toro,2004.0,Red,Tinta de Toro,14.0,13.5,19.0
Wences,Bodegas Vega Saúco,Castilla y León,Toro,2004.0,Red,Tinta de Toro,14.0,13.5,30.0
Gil Luna,Bodegas Gil Luna,Castilla y León,Toro,2004.0,Red,"Tinta de Toro (95%), Garnacha (5%)",14.0,13.0,18.0
Liberalia Cabeza de Cuba,Liberalia Enológica,Castilla y León,Toro,2005.0,Red,Tinta de Toro,14.5,13.0,18.0
Gran Colegiata Campus Seleccion Especial,Bodegas Fariña,Castilla y León,Toro,2003.0,Red,Tinta de Toro,14.0,13.0,24.0
Arbucala,Bodegas y Viñedos Valduero,Castilla y León,Toro,2006.0,Red,Tinta de Toro,14.8,13.0,40.0
Campo Eliseo,Bodega El Albar Lurton,Castilla y León,Toro,2004.0,Red,Tinta de Toro,15.5,13.0,58.0
Quinta Quietud,Quinta de la Quietud,Castilla y León,Toro,2004.0,Red,Tinta de Toro,14.5,12.5,18.0
Castillo de Monte la Reina VS,Bodegas Monte La Reina,Castilla y León,Toro,2004.0,Red,Tinta de Toro,14.5,12.5,30.0
La Mula de la Quietud,Quinta de la Quietud,Castilla y León,Toro,2004.0,Red,Tinta de Toro,15.0,12.0,50.0
Billo,Blai Ferré Just,Cataluña,Priorat,2007.0,Red,"Garnacha, Syrah, Cariñena, Cabernet Sauvignon",14.0,16.0,9.0
Mas Igneus Fa 206,Mas Igneus,Cataluña,Priorat,2006.0,Red,"Cariñena, Syrah, Garnacha, Cabernet Sauvignon",15.0,16.0,18.0
Ònix Clàssic,Vinicola del Priorat,Cataluña,Priorat,2007.0,Red,"Mazuelo, Garnacha",14.5,15.0,7.5
Ònix Fusió,Vinicola del Priorat,Cataluña,Priorat,2007.0,Red,Otras,14.5,15.0,11.5
Barranc dels Closos,Mas Igneus,Cataluña,Priorat,2006.0,Red,"Garnacha, Cariñena",14.5,14.5,12.0
Vinya Marqués Crianza,Celler Rotllan & Marqués,Cataluña,Priorat,2004.0,Red,"Garnacha, Mazuelo, Merlot",14.5,14.5,10.0
Mas Plantadeta Crianza,Celler Sabaté,Cataluña,Priorat,2004.0,Red,"Garnacha (50%), Cabernet Sauvignon (25%), Mazuelo (25%)",14.5,14.5,13.0
Joan Giné Crianza,Buil & Giné,Cataluña,Priorat,2005.0,Red,"Garnacha, Cariñena, Cabernet Sauvignon",14.5,14.5,15.0
Gran Nasard,Llicorella Vins,Cataluña,Priorat,2005.0,Red,"Cariñena, Garnacha",14.0,14.5,20.0
Roser,Mayol Viticultors,Cataluña,Priorat,2007.0,White,"Garnacha Blanca, Macabeo",14.5,14.0,14.0
Giné Giné Maceración Carbónica,Buil & Giné,Cataluña,Priorat,2007.0,Red,"Garnacha, Mazuelo",14.0,14.0,11.5
Clos Gebrat,Vinicola del Priorat,Cataluña,Priorat,2007.0,Red,Otras,14.0,14.0,7.5
Giné Giné,Buil & Giné,Cataluña,Priorat,2006.0,Red,"Garnacha, Cariñena",14.5,14.0,10.1
Ònix Evolució,Vinicola del Priorat,Cataluña,Priorat,2005.0,Red,"Garnacha, Cariñena, Cabernet Sauvignon",14.5,14.0,15.25
Martinet Bru,Mas Martinet Viticultors,Cataluña,Priorat,2006.0,Red,Otras,14.5,14.0,15.0
Noster,La Perla del Priorat,Cataluña,Priorat,2004.0,Red,"Garnacha, Cariñena",14.5,13.5,15.0
Mas Plantadeta Blanc Roure,Celler Sabaté,Cataluña,Priorat,2007.0,White,Garnacha Blanca,13.5,13.0,8.0
Odysseus,Viñedos de Ithaca,Cataluña,Priorat,2007.0,White,Garnacha Blanca,14.5,13.0,12.5
Coma Alta,Viticultors Mas d'en Gil,Cataluña,Priorat,2007.0,White,"Garnacha Blanca, Viognier",15.0,13.0,21.0
Celler Cecilio Negre Joven,Celler Cecilio,Cataluña,Priorat,2007.0,Red,"Garnacha (50%), Cariñena (30%), Cabernet Sauvignon (20%)",14.0,12.5,9.5
Mas Plantadeta,Celler Sabaté,Cataluña,Priorat,2006.0,Red,Garnacha,14.5,12.5,8.5
L'Espill,Celler Cecilio,Cataluña,Priorat,2004.0,Red,"Garnacha (60%), Cariñena (30%), Cabernet Sauvignon (10%)",14.0,12.5,20.0
Isaral,Prior Pons,Cataluña,Priorat,2004.0,Red,"Cariñena, Garnacha, Cabernet Sauvignon",14.5,12.0,14.0
Celler Rotllan & Marqués Crianza,Celler Rotllan & Marqués,Cataluña,Priorat,2001.0,Red,"Garnacha, Cariñena, Cabernet Sauvignon",13.5,12.0,18.0
"De Muller ""Les Puses""",De Muller,Cataluña,Priorat,2004.0,Red,"Syrah, Merlot",13.5,11.5,16.0
De Muller Crianza,De Muller,Cataluña,Priorat,2005.0,Red,"Merlot, Garnacha, Cariñena, Syrah",14.0,10.0,9.0
GV5,Bodega Gratavinum,Cataluña,Priorat,2006.0,Red,"Cariñena, Garnacha, Cabernet Sauvignon, Syrah",14.5,16.0,40.0
Tocs,Terres de Vidalba,Cataluña,Priorat,2005.0,Red,"Cabernet Sauvignon (38%), Syrah (32%), Garnacha (28%), Merlot (2%)",15.0,15.0,28.0
Elix,Cellers Melis,Cataluña,Priorat,2006.0,Red,"Garnacha, Cabernet Sauvignon, Cariñena",15.0,15.0,35.0
Les Terrasses,Alvaro Palacios,Cataluña,Priorat,2006.0,Red,Otras,14.5,14.5,30.0
Trio Infernal La Colección 1/3,Combier-Fischer-Gerin,Cataluña,Priorat,2006.0,Red,Otras,14.8,14.5,30.0
