Wine,Winery,Region,Sub Region,Year,Type,Grape,Alcohol,Review Score,Price
Príncipe de Viana Chardonnay,Bodegas Príncipe de Viana,Unknown,Navarra,2002.0,White,Chardonnay (100%),13.0,14.0,3.96
Príncipe de Viana Tempranillo,Bodegas Príncipe de Viana,Unknown,Navarra,2001.0,Red,Teroldego (100%),13.0,14.0,3.0
Castillo de Monjardin Chardonnay,Bodega Castillo de Monjardín,Unknown,Navarra,2001.0,White,Chardonnay (100%),13.0,13.5,6.4
Castillo de Monjardin Chardonnay Reserva,Bodega Castillo de Monjardín,Unknown,Navarra,1999.0,White,Chardonnay (100%),13.0,13.5,9.8
Las Campanas Tempranillo,Vinícola Navarra S.A.,Unknown,Navarra,2002.0,Red,"Tempranillo, Cabernet Sauvignon, Graciano, Merlot",13.0,13.5,2.57
Monte Ory Tempranillo-Cabernet Sauvignon,Luis Gurpegui Muga,Unknown,Navarra,2002.0,Red,"Tempranillo, Cabernet Sauvignon",12.5,13.5,2.24
Torrecilla,Bodega Nuestra Señora del Romero,Unknown,Navarra,2001.0,Red,"Tempranillo (50%), Garnacha (50%)",12.5,13.5,1.25
Palacio de Otazu Chardonnay,Bodega del Señorío de Otazu,Unknown,Navarra,1999.0,White,Chardonnay (100%),13.5,13.0,10.75
SeñorÍo de Sarriá Moscatel,Bodega de Sarría,Unknown,Navarra,2002.0,Dulce,Moscatel de Grano Menudo (100%),15.0,13.0,7.65
Lezaun Tempranillo,Bodegas Lezaun,Unknown,Navarra,2002.0,Red,Tempranillo (100%),13.0,13.0,3.15
Palacio de La Vega Chardonnay,Ambrosio Velasco,Unknown,Navarra,2002.0,White,Chardonnay (100%),13.0,12.5,5.75
Palacio de Muruzábal Chardonnay,A y B Marino,Unknown,Navarra,2000.0,White,Chardonnay (100%),13.5,12.5,9.09
Montecristo Moscatel,Bodegas Camilo Castilla,Unknown,Navarra,2001.0,Dulce,Moscatel de Grano Menudo (100%),12.5,12.5,7.06
Gran Feudo Blanco Dulce,Grupo Chivite,Unknown,Navarra,2002.0,Dulce,Moscatel de Grano Menudo (100%),12.0,12.5,6.76
Aroa Tempranillo,Aroa Viñedos y Vino Ecológicos,Unknown,Navarra,2002.0,Red,Tempranillo (100%),12.5,12.5,4.05
Ochoa Vino Dulce de Moscatel,Bodegas Ochoa,Unknown,Navarra,2002.0,Dulce,Moscatel de Grano Menudo (100%),12.0,12.0,7.2
Monte Ory Tempranillo-Merlot,Luis Gurpegui Muga,Unknown,Navarra,2002.0,Red,"Tempranillo, Merlot",12.5,12.0,2.24
Viña Irache,Bodegas Irache,Unknown,Navarra,2002.0,Red,Otras (%),12.0,12.0,2.3
Viña Rubican Tempranillo,Bodegas Corellanas,Unknown,Navarra,2002.0,Red,Tempranillo (100%),13.0,11.5,2.7
Piedemonte Merlot,Bodegas Piedemonte,Unknown,Navarra,2002.0,Red,Merlot (100%),13.0,11.0,2.21
L'Avi Arrufí,Celler Piñol,Cataluña,Terra Alta,2000.0,Red,"Tempranillo, Merlot, Cabernet Sauvignon, Garnacha",14.0,16.0,16.0
Dominio de Tares Bembibre (muestra),Viñedos y Bodegas Dominio de Tares,Castilla y León,Bierzo,2001.0,Red,Mencía (100%),13.8,16.0,19.0
La Vicalanda Gran Reserva,Bodegas Bilbaínas,La Rioja (España),Rioja,1996.0,Red,Tempranillo (100%),13.5,16.0,40.0
Viña Alberdi,"La Rioja Alta, SA",La Rioja (España),Rioja,1998.0,Red,"Tempranillo, Mazuelo",12.5,15.0,9.0
Ysios Vendimia Seleccionada,Bodegas Ysios,La Rioja (España),Rioja,1999.0,Red,Tempranillo (100%),12.5,15.0,30.0
Calvente,Bodegas H. Calvente,Andalucía,Otros Andalucía,2002.0,White,Moscatel de Alejandría (100%),12.0,14.0,3.0
Idrias Abiego,Bodegas Sierra de Guara,Aragón,Somontano,2002.0,Red,Otras (%),13.0,14.0,5.0
Milmanda,Familia Torres,Cataluña,Penedès,2001.0,White,Chardonnay (100%),14.0,13.5,12.0
Tintoralba Maceración,Tintoralba,Castilla La Mancha,Almansa,2002.0,Red,Garnacha Tintorera (100%),13.5,13.5,3.6
Sacra Natura,Celler Piñol,Cataluña,Terra Alta,2002.0,Red,"Cariñena (55%), Tempranillo (30%), Syrah (15%)",14.0,13.5,12.0
Costaval Crianza,Bodegas y Viñedos Escudero,Castilla y León,Ribera del Duero,2000.0,Red,Tempranillo,13.0,13.5,9.0
Castillo Peralada Sauvignon Blanc,Cavas del Castillo de Perelada,Cataluña,Empordà-Costa Brava,2002.0,White,Sauvignon Blanc (100%),13.0,13.0,5.0
De Casta,Familia Torres,Cataluña,Penedès,2002.0,Rose,"Garnacha, Mazuelo",13.5,13.0,4.0
Viña Collado,Crianzas y Viñedos Sto. Cristo S. Coop.,Aragón,Campo de Borja,2002.0,Rose,"Garnacha, Tempranillo, Cabernet Sauvignon",13.5,13.0,2.7
Nuestra Sra. del Portal,Celler Piñol,Cataluña,Terra Alta,2002.0,White,"Garnacha Blanca (80%), Moscatel (20%)",12.5,12.5,6.0
L'Avi Arrufí,Celler Piñol,Cataluña,Terra Alta,2002.0,White,"Garnacha Blanca (95%), Moscatel (5%)",13.5,12.5,9.0
Monte Amán,Bodegas Monte Amán,Castilla y León,Otros Castilla y León,2001.0,Red,Tempranillo (100%),13.5,12.5,9.0
Las Reñas Monastrell Rosado,Bodegas del Rosario,Murcia,Bullas,2002.0,Rose,Monastrell (100%),13.0,12.0,2.7
Castillo Peralada Chardonnay,Cavas del Castillo de Perelada,Cataluña,Empordà-Costa Brava,2002.0,White,Chardonnay (100%),12.5,11.5,10.0
Finca Comellà Blanco,Unknown,Cataluña,Terra Alta,2002.0,White,"Garnacha Blanca, Macabeo, Muscat",12.0,10.5,2.7
Guitián,Bodegas A Tapada,Galicia,Valdeorras,2002.0,White,Godello (100%),12.0,15.5,8.0
Guitián F/B,Bodegas A Tapada,Galicia,Valdeorras,2001.0,White,Godello (100%),12.0,15.5,18.0
Viñaredo Blanco,Adegas Santa Marta,Galicia,Valdeorras,2002.0,White,Godello (100%),12.5,14.5,5.5
Viña Godeval,Godeval S.A.T.,Galicia,Valdeorras,2002.0,White,Godello (100%),12.5,14.5,6.0
Viñaredo Tinto,Adegas Santa Marta,Galicia,Valdeorras,2002.0,Red,Mencía (100%),12.5,14.5,5.5
Valdouro,Bodega Coop. Jesús Nazareno,Galicia,Valdeorras,2001.0,Red,Mencía,12.0,14.0,3.71
Viña Abad Godello,Bodega Coop. Jesús Nazareno,Galicia,Valdeorras,2002.0,White,Gouveio (100%),12.0,13.0,3.38
Mozafresca O Barco,Bodega Coop. Jesús Nazareno,Galicia,Valdeorras,2002.0,White,"Godello, Doña Blanca",11.5,13.0,2.25
Mistura,Adegas O Ribouzo,Galicia,Valdeorras,2001.0,Red,"Mencía, Garnacha",11.5,13.0,2.94
Menciño,Bodega Coop. Jesús Nazareno,Galicia,Valdeorras,2002.0,Red,Mencía,12.0,13.0,3.38
Ribouzo Mencía,Adegas O Ribouzo,Galicia,Valdeorras,2001.0,Red,Mencía (100%),12.0,13.0,5.11
Aurensis,Bodega Coop. Jesús Nazareno,Galicia,Valdeorras,2001.0,White,Godello (100%),12.5,12.5,6.61
Ribouzo Godello,Adegas O Ribouzo,Galicia,Valdeorras,2001.0,White,Godello (100%),12.0,9.0,5.95
Davila,Adegas Valmiñor,Galicia,Rías Baixas,2002.0,White,"Albariño (75%), Treixadura (15%), Loureiro (10%)",12.0,16.0,9.0
Lagar de Cervera,Lagar de Fornelos,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,15.5,9.5
Santiago Ruiz,Santiago Ruiz,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,15.5,14.0
La Val,Bodegas La Val,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,15.0,11.5
Valmiñor,Adegas Valmiñor,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,14.5,8.5
Terras Gauda,Bodegas Terras Gauda,Galicia,Rías Baixas,2002.0,White,"Albariño, Caíño Branco, Loureiro",12.5,14.5,9.5
Quinta de Couselo,Adega Quinta Couselo,Galicia,Rías Baixas,2002.0,White,"Albariño, Caiño, Loureiro",12.0,14.5,9.0
Abadía de San Campío,Bodegas Terras Gauda,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.5,14.5,8.5
Albariño de Fefiñanes 1583,Bodegas del Palacio de Fefiñanes,Galicia,Rías Baixas,2001.0,White,Albariño (100%),12.0,14.0,15.0
Valdamor,Valdamor,Galicia,Rías Baixas,2001.0,White,Albariño (100%),12.0,13.5,18.0
Gran Veigadares,Adegas Galegas,Galicia,Rías Baixas,2001.0,White,Albariño,13.5,13.5,50.0
Casal Caeiro,Bodegas Castro Martín,Galicia,Rías Baixas,2001.0,White,Albariño (100%),11.5,13.0,15.0
Organistrum,Bodegas Martín Códax,Galicia,Rías Baixas,2001.0,White,Albariño (100%),12.0,13.0,18.0
Terras Gauda Etiqueta Negra,Bodegas Terras Gauda,Galicia,Rías Baixas,2001.0,White,"Albariño, Caíño Branco, Loureiro",12.0,13.0,30.0
Tvronia,Adega Quinta Couselo,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,12.5,8.5
Lagar de Pintos Barrica de Roble,Bodegas Lagar de Pintos,Galicia,Rías Baixas,2001.0,White,Albariño (100%),12.0,12.0,15.0
Viña Aliaga Crianza,Camino del Villar,Unknown,Navarra,2000.0,Red,"Tempranillo, Cabernet Sauvignon",13.5,15.0,9.6
Palacio de Muruzábal Cosecha Particular,A y B Marino,Unknown,Navarra,1997.0,Red,Otras (%),13.0,15.0,6.13
Gran Feudo Crianza,Grupo Chivite,Unknown,Navarra,2000.0,Red,"Tempranillo, Garnacha, Cabernet Sauvignon",12.5,14.5,5.11
Guelbenzu Azul,Bodegas Guelbenzu,Navarra,Otros Navarra,2000.0,Red,"Tempranillo (40%), Cabernet Sauvignon (40%), Merlot (20%)",13.5,14.5,5.7
Sardasol Crianza Tempranillo,Bodegas Virgen Blanca,Unknown,Navarra,1999.0,Red,Tempranillo (100%),12.5,14.5,4.6
Las Campanas Crianza,Vinícola Navarra S.A.,Unknown,Navarra,1999.0,Red,Otras (%),12.5,14.0,3.29
Castillo de Monjardin Merlot,Bodega Castillo de Monjardín,Unknown,Navarra,1999.0,Red,Merlot (100%),13.0,14.0,5.86
Castillo de Monjardin Cabernet - Merlot,Bodega Castillo de Monjardín,Unknown,Navarra,1999.0,Red,"Cabernet Sauvignon, Tempranillo, Merlot",13.0,14.0,5.86
Viña Rubican Crianza,Bodegas Corellanas,Unknown,Navarra,2000.0,Red,Otras (%),13.0,13.5,3.85
Aroa Jauna Crianza,Aroa Viñedos y Vino Ecológicos,Unknown,Navarra,2000.0,Red,"Merlot (34%), Tempranillo (33%), Cabernet Sauvignon (33%)",13.5,13.5,9.25
Malón de Echaide Crianza,Bodega Nuestra Señora del Romero,Unknown,Navarra,1999.0,Red,"Tempranillo (80%), Cabernet Sauvignon (15%), Merlot (5%)",12.5,13.5,2.94
Lezaun Crianza,Bodegas Lezaun,Unknown,Navarra,2000.0,Red,"Tempranillo (50%), Cabernet Sauvignon (50%)",14.0,13.0,8.0
Príncipe de Viana Crianza,Bodegas Príncipe de Viana,Unknown,Navarra,2000.0,Red,Cabernet Sauvignon (100%),13.0,13.0,4.9
Palacio de La Vega Cabernet Sauvignon-Tempranillo,Ambrosio Velasco,Unknown,Navarra,1999.0,Red,"Cabernet Sauvignon, Tempranillo",13.0,13.0,4.0
Condado de Almara Crianza,Bodegas Macaya Siglo XXI,Unknown,Navarra,2000.0,Red,"Tempranillo (50%), Cabernet Sauvignon (50%)",13.0,12.5,8.5
Castillo de Monjardin Crianza,Bodega Castillo de Monjardín,Unknown,Navarra,2000.0,Red,Otras (%),13.0,12.5,5.86
Piedemonte Crianza,Bodegas Piedemonte,Unknown,Navarra,1999.0,Red,"Cabernet Sauvignon, Tempranillo, Merlot",13.0,12.5,3.42
Piedemonte Cabernet Sauvignon Crianza,Bodegas Piedemonte,Unknown,Navarra,1999.0,Red,Cabernet Sauvignon (100%),13.0,12.5,3.42
Baron de Magaña Merlot,Bodegas Viña Magaña,Unknown,Navarra,2000.0,Red,Merlot (100%),13.5,12.0,12.0
Viña Perguita Crianza,J. Fernández de Arcaya,Unknown,Navarra,1999.0,Red,Otras (%),12.5,12.0,4.0
Nekeas Crianza,Bodegas Nekeas,Unknown,Navarra,1999.0,Red,"Cabernet Sauvignon, Tempranillo, Merlot",13.0,12.0,5.0
Baron de Magaña Crianza,Bodegas Viña Magaña,Unknown,Navarra,1999.0,Red,Otras (%),13.0,12.0,8.5
Monte Ory Crianza,Luis Gurpegui Muga,Unknown,Navarra,1998.0,Red,Otras (%),12.5,12.0,3.6
Dignus,Bodegas Viña Magaña,Unknown,Navarra,1998.0,Red,Otras (%),13.0,12.0,7.0
Gran Irache Crianza,Bodegas Irache,Unknown,Navarra,1999.0,Red,Otras (%),12.5,11.5,3.65
Palacio de La Vega Merlot Crianza,Ambrosio Velasco,Unknown,Navarra,1999.0,Red,Merlot (100%),12.5,11.0,5.5
Viña Perguita Crianza,J. Fernández de Arcaya,Unknown,Navarra,1998.0,Red,"Tempranillo, Cabernet Sauvignon",12.5,11.0,4.0
Serra da Estrela,Bodegas Couto,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,15.5,8.5
Señorío de Sobral,Señorío de Sobral,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,15.0,8.0
Monte do Ceo Condado do Tea,Adegas Beiramar,Galicia,Rías Baixas,2002.0,White,"Treixadura, Albariño, Loureiro",12.0,14.5,9.82
As Laxas,Bodegas As Laxas,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,14.0,8.5
Carqueixal,Adegas Beiramar,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,14.0,9.42
Bágoa do Miño,Bodegas As Laxas,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.5,13.0,15.03
Torre Fornelos,Adegas Morgadío,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,12.0,7.5
Morgadío,Adegas Morgadío,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,12.0,10.5
Izar de Nekeas,Bodegas Nekeas,Unknown,Navarra,1998.0,Red,Otras (%),13.0,17.0,24.0
Egiarte Graciano-Garnacha,Bodegas Lezaun,Unknown,Navarra,2001.0,Red,"Garnacha (50%), Graciano (50%)",14.0,16.0,15.0
Guelbenzu Lautus,Bodegas Guelbenzu,Navarra,Otros Navarra,1999.0,Red,"Tempranillo (50%), Merlot (20%), Cabernet Sauvignon (20%), Garnacha (10%)",13.5,16.0,29.5
Guelbenzu Evo,Bodegas Guelbenzu,Navarra,Otros Navarra,2000.0,Red,"Cabernet Sauvignon (55%), Merlot (30%), Tempranillo (15%)",14.0,15.5,12.01
Alzania Selección Privada,Bodegas y Viñedos Alzania,Unknown,Navarra,2000.0,Red,Otras (%),14.0,15.5,30.0
Almara Cabernet Sauvignon,Bodegas Macaya Siglo XXI,Unknown,Navarra,2000.0,Red,Cabernet Sauvignon (100%),13.5,15.0,21.5
Lezaun Gazaga,Bodegas Lezaun,Unknown,Navarra,2001.0,Red,"Tempranillo (60%), Merlot (20%), Cabernet Sauvignon (20%)",13.5,14.5,5.5
Ochoa Vendimia Seleccionada,Bodegas Ochoa,Unknown,Navarra,2000.0,Red,"Merlot, Cabernet Sauvignon",13.0,14.5,33.0
Príncipe de Viana Rosado Garnacha,Bodegas Príncipe de Viana,Unknown,Navarra,2002.0,Rose,Garnacha (100%),13.0,14.0,3.4
Almara Tempranillo,Bodegas Macaya Siglo XXI,Unknown,Navarra,2000.0,Red,Tempranillo (100%),12.5,14.0,21.5
Gran Feudo Viñas Viejas Reserva,Grupo Chivite,Unknown,Navarra,1998.0,Red,"Tempranillo, Garnacha",12.5,14.0,10.82
Gran Feudo,Grupo Chivite,Unknown,Navarra,2002.0,Rose,Garnacha,12.5,13.5,3.61
Alzania Crianza,Bodegas y Viñedos Alzania,Unknown,Navarra,2000.0,Red,Otras (%),13.5,13.5,15.0
Monte Ory Rosado,Luis Gurpegui Muga,Unknown,Navarra,2002.0,Rose,Otras (%),12.5,13.0,2.85
Palacio de La Vega,Ambrosio Velasco,Unknown,Navarra,2002.0,Rose,"Garnacha, Cabernet Sauvignon",13.5,13.0,2.4
Monjardin Deyo,Bodega Castillo de Monjardín,Unknown,Navarra,2000.0,Red,Merlot (100%),13.0,13.0,7.94
Príncipe de Viana Cabernet Sauvignon Rosado,Bodegas Príncipe de Viana,Unknown,Navarra,2002.0,Rose,Cabernet Sauvignon (100%),13.0,12.5,4.9
Aroa Deio,Aroa Viñedos y Vino Ecológicos,Unknown,Navarra,2001.0,Red,"Tempranillo (40%), Merlot (30%), Cabernet Sauvignon (30%)",13.5,12.5,8.0
Señorío de Sarriá,Bodega de Sarría,Unknown,Navarra,2002.0,Rose,Garnacha (100%),13.5,12.0,3.25
Las Campanas Rosado,Vinícola Navarra S.A.,Unknown,Navarra,2002.0,Rose,Garnacha (100%),13.5,12.0,2.85
Ochoa Rosado de Lágrima,Bodegas Ochoa,Unknown,Navarra,2002.0,Rose,"Garnacha (50%), Cabernet Sauvignon (50%)",13.0,12.0,3.65
Castillo de Monjardin Rosado,Bodega Castillo de Monjardín,Unknown,Navarra,2002.0,Rose,Merlot (100%),13.0,12.0,4.6
Condado de Almara Selección,Bodegas Macaya Siglo XXI,Unknown,Navarra,2001.0,Red,Tempranillo (100%),13.0,12.0,7.0
Egiarte Merlot,Bodegas Lezaun,Unknown,Navarra,2002.0,Red,Merlot (100%),15.0,12.0,6.0
Castillo de Javier,Vinícola Navarra S.A.,Unknown,Navarra,2002.0,Rose,Garnacha (100%),13.5,11.0,4.51
Egiarte Rosado,Bodegas Lezaun,Unknown,Navarra,2002.0,Rose,Otras (%),13.0,11.0,2.5
Señorío de Sarriá Viñedo Nº 5,Bodega de Sarría,Unknown,Navarra,2002.0,Rose,Garnacha (100%),13.5,10.0,5.25
Pazo de Señorans Selección de Añada,Pazo de Señorans,Galicia,Rías Baixas,1999.0,White,Albariño (100%),12.5,16.5,24.0
Casal Caeiro,Bodegas Castro Martín,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,16.0,8.0
Agnusdei,Bodegas Agnusdei,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,15.5,9.61
Albariño de Fefiñanes,Bodegas del Palacio de Fefiñanes,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,15.5,10.0
Martin Códax,Bodegas Martín Códax,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,15.0,9.5
Santiago Roma,Bodegas Santiago Roma,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,14.5,9.0
Martín Códax Gallaecia,Bodegas Martín Códax,Galicia,Rías Baixas,1999.0,White,Albariño (100%),13.0,14.5,45.0
Eiral,Bodegas Pablo Padín,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,14.0,6.61
Maior de Mendoza,Maior de Mendoza (Coto de Xiabre),Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,13.5,8.11
Segrel,Bodegas Pablo Padín,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,13.5,8.41
Bodega Castro Martin,Bodegas Castro Martín,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,13.0,9.5
Pazo de Señorans,Pazo de Señorans,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,13.0,12.0
Vionta,Comercial Oula,Galicia,Rías Baixas,2002.0,White,Albariño (100%),11.5,12.0,9.5
Segrel Ambar,Bodegas Pablo Padín,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,12.0,9.6
Burgans,Bodegas Martín Códax,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.0,12.0,9.95
Albariño do Ferreiro,Gerardo Méndez Lázaro,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.5,12.0,7.15
Pazo de Barrantes,Bodegas Pazo de Barrantes,Galicia,Rías Baixas,2002.0,White,Albariño (100%),12.5,11.0,11.7
Ex Ex3,Cavas del Castillo de Perelada,Cataluña,Empordà-Costa Brava,1999.0,Red,Syrah (100%),15.0,16.5,40.0
Gran Claustro,Cavas del Castillo de Perelada,Cataluña,Empordà-Costa Brava,2000.0,Red,"Cabernet Sauvignon (45%), Merlot (25%), Cariñena (17%), Garnacha (13%)",15.0,16.0,29.5
Rigau Ros Cabernet Sauvignon G.Rva.,Oliveda,Cataluña,Empordà-Costa Brava,1997.0,Red,Cabernet Sauvignon (100%),12.5,16.0,9.89
Gneis00,Masía Serra,Cataluña,Empordà-Costa Brava,2000.0,Red,"Cabernet Sauvignon (44%), Merlot (36%), Garnacha (20%)",14.0,15.5,30.0
Castillo Perelada Reserva,Cavas del Castillo de Perelada,Cataluña,Empordà-Costa Brava,1999.0,Red,"Cabernet Sauvignon, Merlot, Garnacha",14.0,14.5,8.12
Castillo Perelada Cabernet Sauvignon,Cavas del Castillo de Perelada,Cataluña,Empordà-Costa Brava,1999.0,Red,Cabernet Sauvignon (100%),13.0,14.0,8.12
Rigau Ros Crianza,Oliveda,Cataluña,Empordà-Costa Brava,1999.0,Red,"Cabernet Franc, Garnacha, Cariñena",12.5,13.5,4.9
Negre dels Aspres,Vinyes dels Aspres,Cataluña,Empordà-Costa Brava,1999.0,Red,"Cabernet Sauvignon (55.70%), Garnacha (17.80%), Cariñena (17.30%), Syrah (9.20%)",13.0,13.5,19.32
Sinols,Coop. Agrícola de Pau i Roses,Cataluña,Empordà-Costa Brava,2002.0,Red,"Garnacha Blanca, Macabeo",12.5,13.0,5.15
Castillo Peralada Crianza,Cavas del Castillo de Perelada,Cataluña,Empordà-Costa Brava,2000.0,Red,"Tempranillo, Garnacha, Cabernet Sauvignon",13.5,13.0,4.07
Garrigal Crianza,Vinícola del Nordest,Cataluña,Empordà-Costa Brava,2001.0,Red,"Garnacha, Cariñena",14.0,13.0,3.8
Castillo Peralada Finca Malaveïna,Cavas del Castillo de Perelada,Cataluña,Empordà-Costa Brava,2000.0,Red,"Merlot (40%), Cabernet Sauvignon (40%), Cariñena (20%)",14.5,13.0,14.35
Clos Floresta,Pere Guardiola,Cataluña,Empordà-Costa Brava,1999.0,Red,"Cabernet Sauvignon (55%), Merlot (30%), Garnacha (10%), Cariñena (5%)",13.0,13.0,12.0
Rigau Ros,Oliveda,Cataluña,Empordà-Costa Brava,2002.0,White,Chardonnay (100%),13.0,12.5,9.76
Garriguella Crianza,Coop. Agrícola de Garriguella,Cataluña,Empordà-Costa Brava,2001.0,Red,"Cariñena, Garnacha, Cabernet Sauvignon, Merlot",13.5,12.5,3.35
Sinols Crianza,Coop. Agrícola de Pau i Roses,Cataluña,Empordà-Costa Brava,2000.0,Red,"Cabernet Sauvignon, Cariñena, Garnacha",13.0,12.5,5.98
Anubis Negre de les Costes,Vinícola del Nordest,Cataluña,Empordà-Costa Brava,2000.0,Red,"Garnacha, Cabernet Sauvignon, Merlot",13.0,12.5,8.18
Floresta Crianza,Pere Guardiola,Cataluña,Empordà-Costa Brava,1999.0,Red,"Tempranillo, Cabernet Sauvignon, Cariñena",13.0,12.5,6.0
Blanc dels Aspres,Vinyes dels Aspres,Cataluña,Empordà-Costa Brava,2001.0,White,Garnacha Blanca (100%),13.5,12.0,12.6
Ctònia Masia Serra,Masía Serra,Cataluña,Empordà-Costa Brava,2001.0,White,Garnacha Blanca (100%),14.0,12.0,18.0
Vinya Noble Cabernet Sauvignon,Celler Trobat,Cataluña,Empordà-Costa Brava,2001.0,Red,"Garnacha, Cabernet Sauvignon",13.0,11.5,7.1
Rigau Ros Gran Reserva,Oliveda,Cataluña,Empordà-Costa Brava,1997.0,Red,"Cabernet Sauvignon, Cariñena, Garnacha",12.5,10.0,7.71
Casa de la Viña Barrica,Casa de La Viña,Castilla La Mancha,Otros Castilla La Mancha,2001.0,Red,Tempranillo (100%),13.0,15.0,3.21
Casa de la Viña,Casa de La Viña,Castilla La Mancha,Otros Castilla La Mancha,2002.0,Red,Tempranillo (100%),13.0,14.0,2.9
Casa de la Viña Vendimia Seleccionada,Casa de La Viña,Castilla La Mancha,Otros Castilla La Mancha,2000.0,Red,Tempranillo (100%),13.0,14.0,4.3
Vega Busiel Crianza,Bodegas Castelo de Medina,Castilla y León,Rueda,1999.0,Red,"Tempranillo (80%), Cabernet Sauvignon (20%)",13.5,13.5,5.0
Fuentespina,Bodegas Cerrosol,Castilla y León,Ribera del Duero,2002.0,Red,Tempranillo (100%),12.5,13.0,3.15
Vega Busiel Barrica,Bodegas Castelo de Medina,Castilla y León,Rueda,2000.0,Red,Tempranillo (100%),13.5,11.5,4.0
Sinols Moscatel de L'Empordà,Coop. Agrícola de Pau i Roses,Cataluña,Empordà-Costa Brava,2001.0,Dulce,Moscatel (100%),15.0,15.0,5.84
Covest Cabernet Sauvignon,Vinícola del Nordest,Cataluña,Empordà-Costa Brava,2002.0,Red,Garnacha (100%),14.0,15.0,3.67
Rigau Ros Rosado,Oliveda,Cataluña,Empordà-Costa Brava,2002.0,Rose,"Merlot (70%), Garnacha (20%), Cariñena (10%)",12.0,14.0,4.2
Amat Cabernet Sauvignon,Celler Trobat,Cataluña,Empordà-Costa Brava,2002.0,Red,Cabernet Sauvignon (100%),13.0,14.0,3.8
Sinols Coromina,Coop. Agrícola de Pau i Roses,Cataluña,Empordà-Costa Brava,2001.0,Red,Otras (%),14.5,14.0,8.3
Rigau Ros Blanco,Oliveda,Cataluña,Empordà-Costa Brava,2002.0,White,"Xarel·lo (60%), Chardonnay (30%), Macabeo (10%)",12.0,13.5,4.2
Floresta Tinto,Pere Guardiola,Cataluña,Empordà-Costa Brava,2002.0,Red,"Garnacha, Ull de Llebre",13.0,13.5,3.1
Floresta Blanco,Pere Guardiola,Cataluña,Empordà-Costa Brava,2002.0,White,"Macabeo, Chardonnay",12.0,13.0,3.1
Noble Blanc de Blancs,Celler Trobat,Cataluña,Empordà-Costa Brava,2002.0,White,Chardonnay (100%),12.0,13.0,4.6
Floresta Rosado,Pere Guardiola,Cataluña,Empordà-Costa Brava,2002.0,Rose,"Cariñena, Garnacha",12.5,13.0,3.1
Anubis Blanc de les Costes,Vinícola del Nordest,Cataluña,Empordà-Costa Brava,2001.0,White,"Garnacha Blanca, Chardonnay",13.5,12.5,6.34
Garnatxa D'Empordà,Coop. Agrícola de Garriguella,Cataluña,Empordà-Costa Brava,2002.0,Dulce,Garnacha (100%),15.0,12.5,2.25
Sinols Rosat,Coop. Agrícola de Pau i Roses,Cataluña,Empordà-Costa Brava,2002.0,Rose,"Cabernet Sauvignon, Cariñena, Garnacha",12.5,12.5,4.38
Amat Sauvignon Blanc,Celler Trobat,Cataluña,Empordà-Costa Brava,2002.0,White,Sauvignon Blanc (100%),12.0,12.0,3.8
Vinya Garriguella Vi Novell,Coop. Agrícola de Garriguella,Cataluña,Empordà-Costa Brava,2002.0,Red,Otras (%),12.5,11.5,2.1
Covest Chardonnay,Vinícola del Nordest,Cataluña,Empordà-Costa Brava,2001.0,White,Chardonnay (100%),13.0,10.0,3.59
Castillo Perelada,Cavas del Castillo de Perelada,Cataluña,Empordà-Costa Brava,2002.0,Rose,Cabernet Sauvignon (100%),12.5,10.0,4.69
Finca Sandoval,Finca Sandoval,Castilla La Mancha,Manchuela,2001.0,Red,"Syrah (93%), Monastrell (7%)",14.0,16.0,21.0
Alterón Crianza,Coop. del Campo San Isidro (Alborea),Castilla La Mancha,Manchuela,2001.0,Red,"Cencibel, Bobal",12.5,15.0,2.5
