Wine,Winery,Region,Sub Region,Year,Type,Grape,Alcohol,Review Score,Price,Main Variety,Variety Count,Variety Class
Algueira Escalada,Adega Algueira,Galicia,Ribeira Sacra,2013.0,White,Godello,13.0,15.0,25.0,Godello,1,Pure
Viña de Martín Escolma,Luis A. Rodríguez Vázquez,Galicia,Ribeiro,2009.0,White,"Treixadura, Albariño, Lado, Torrontés",13.0,15.0,29.0,Treixadura,4,Mixed
Quinta da Muradella Gorvia,Quinta da Muradella,Galicia,Monterrei,2011.0,White,Cigüente,13.5,14.5,28.0,Cigüente,1,Pure
Martín Códax Vindel,Bodegas Martín Códax,Galicia,Rías Baixas,2012.0,White,Albariño,13.0,14.5,30.0,Albariño,1,Pure
Dandelion,Alberto Nanclares Ocio,Galicia,Rías Baixas,2014.0,White,Albariño,12.5,14.0,12.0,Albariño,1,Pure
1583 Albariño de Fefiñanes,Bodegas del Palacio de Fefiñanes,Galicia,Rías Baixas,2014.0,White,Albariño,12.5,14.0,22.0,Albariño,1,Pure
Hush,Viños de Encostas de Xosé Lois Sebio,Galicia,Ribeiro,2010.0,Red,Otras,14.0,18.0,37.0,Otras,1,Pure
Super Héroe,Viños de Encostas de Xosé Lois Sebio,Galicia,Ribeiro,2011.0,Red,Otras,14.5,17.5,20.0,Otras,1,Pure
Seica,Coto de Gomariz,Galicia,Ribeiro,2008.0,Red,"Touriga Nacional, Garnacha, Sousón",14.0,17.5,34.0,Touriga,3,Mixed
Quinta da Muradella Alanda,Quinta da Muradella,Galicia,Monterrei,2012.0,Red,"Mencía (65%), Trousseau (30%), Tempranillo (5%)",13.0,16.5,16.0,Mencía,3,Mixed
Zárate Espadeiro,E. Pomares Zárate e Hijos,Galicia,Rías Baixas,2013.0,Red,Espadeiro,12.5,16.5,22.0,Espadeiro,1,Pure
Abadía de Gomariz,Coto de Gomariz,Galicia,Ribeiro,2011.0,Red,"Sousón (50%), Brancellao (30%), Ferrón (10%), Mencía (10%)",13.5,16.0,10.0,Sousón,4,Mixed
Corias Guilfa,Vinos Cangas,Unknown,Otros Asturias,2011.0,Red,"Trousseau, Carrasquín",13.5,16.0,14.0,Trousseau,2,Mixed
Arpegio,Bodegas Ronsel do Sil,Galicia,Ribeira Sacra,2013.0,Red,Mencía,12.5,15.5,20.0,Mencía,1,Pure
VX7 Cuvée Caco,Coto de Gomariz,Galicia,Otros Galicia,2008.0,Red,Sousón,14.0,15.5,21.0,Sousón,1,Pure
Ailalá-Ailalelo Sousón,Ailalá-Ailalelo,Galicia,Ribeiro,2014.0,Red,Sousón,13.5,15.0,8.0,Sousón,1,Pure
La Descarga,Bodegas Obanca,Unknown,Otros Asturias,2012.0,Red,"Albarín Negro, Mencía, Carrasquín, Trousseau",13.0,15.0,15.0,Albarín,4,Mixed
Monasterio de Corias,Vinos Cangas,Unknown,Otros Asturias,2011.0,Red,"Albarín Negro, Mencía, Carrasquín, Trousseau",12.5,15.0,8.0,Albarín,4,Mixed
Coios,Viños de Encostas de Xosé Lois Sebio,Castilla y León,Bierzo,2012.0,Red,Mencía,14.0,14.5,20.0,Mencía,1,Pure
Gaba do Xil Mencía,Cía. de Vinos Telmo Rodríguez,Galicia,Valdeorras,2013.0,Red,Mencía,13.0,14.5,8.0,Mencía,1,Pure
Viña do Avó,Sameirás,Galicia,Ribeiro,2014.0,Red,"Sousón, Caiño, Brancellao, Mencía",12.0,14.0,5.0,Sousón,4,Mixed
The Flower & The Bee Sousón,Coto de Gomariz,Galicia,Ribeiro,2014.0,Red,Sousón,13.0,14.0,7.5,Sousón,1,Pure
Sameirás,Sameirás,Galicia,Ribeiro,2013.0,Red,"Sousón, Caiño, Brancellao",12.0,13.5,9.0,Sousón,3,Mixed
Gargalo Mencía & Arauxa,Gargalo,Galicia,Monterrei,2013.0,Red,"Mencía, Tempranillo",13.0,10.0,11.0,Mencía,2,Mixed
Finca Moncloa,Finca Moncloa,Andalucía,Otros Andalucía,2012.0,Red,"Syrah, Cabernet Sauvignon, Merlot, Petit Verdot, Graciano",14.5,16.0,17.5,Syrah,5,Mixed
Finca Moncloa 9 Barricas,Finca Moncloa,Andalucía,Otros Andalucía,2012.0,Red,"Syrah, Cabernet Sauvignon, Merlot, Petit Verdot, Graciano",14.5,16.0,36.5,Syrah,5,Mixed
Atlántida,Cía. de Vinos del Atlántico,Andalucía,Otros Andalucía,2013.0,Red,Graciano,13.5,15.5,32.0,Graciano,1,Pure
Vara y Pulgar,Cía. de Vinos del Atlántico,Andalucía,Otros Andalucía,2012.0,Red,Graciano,13.5,15.5,14.5,Graciano,1,Pure
Atlántida,Cía. de Vinos del Atlántico,Andalucía,Otros Andalucía,2012.0,Red,Graciano,14.5,15.5,32.0,Graciano,1,Pure
De Raíz,Bodega Maurer & Sons,Andalucía,Otros Andalucía,2013.0,Red,"Syrah (50%), Petit Verdot (25%), Merlot (25%)",14.0,15.0,7.5,Syrah,3,Mixed
Taberner,Huerta de Albalá,Andalucía,Otros Andalucía,2011.0,Red,Syrah,15.5,15.0,18.5,Syrah,1,Pure
Forlong Assemblage,Bodega de Forlong,Andalucía,Otros Andalucía,2013.0,Red,"Syrah (40%), Graciano (30%), Merlot (30%)",15.0,14.5,11.0,Syrah,3,Mixed
Tintilla,Bodegas Luis Pérez,Andalucía,Otros Andalucía,2013.0,Red,Graciano,14.5,14.5,17.5,Graciano,1,Pure
Alhocén Syrah-Merlot,Miguel Domecq,Andalucía,Otros Andalucía,2011.0,Red,"Syrah, Merlot",14.5,14.5,15.0,Syrah,2,Mixed
Mahara,Bodega Vinifícate,Andalucía,Otros Andalucía,2014.0,Red,Graciano,13.5,14.0,23.0,Graciano,1,Pure
Mahara,Bodega Vinifícate,Andalucía,Otros Andalucía,2012.0,Red,Graciano,13.5,14.0,23.0,Graciano,1,Pure
Entrechuelos Premium,Miguel Domecq,Andalucía,Otros Andalucía,2011.0,Red,"Syrah, Merlot, Cabernet Sauvignon, Tempranillo",14.5,14.0,10.0,Syrah,4,Mixed
Petit Verdot,Bodegas Luis Pérez,Andalucía,Otros Andalucía,2010.0,Red,Petit Verdot,15.0,14.0,48.0,Petit,1,Pure
Entrechuelos Tercer Año,Miguel Domecq,Andalucía,Otros Andalucía,2012.0,Red,"Syrah, Merlot, Cabernet Sauvignon, Tempranillo",14.5,13.0,6.0,Syrah,4,Mixed
Cortijo de Jara 12 meses,Puerta Nueva (El Cortijo de Jara),Andalucía,Otros Andalucía,2012.0,Red,"Tempranillo, Syrah, Merlot",14.0,12.5,8.5,Tempranillo,3,Mixed
Cortijo de Jara Roble,Puerta Nueva (El Cortijo de Jara),Andalucía,Otros Andalucía,2012.0,Red,"Tempranillo, Syrah, Merlot",14.0,12.0,6.0,Tempranillo,3,Mixed
Barbazul,Huerta de Albalá,Andalucía,Otros Andalucía,2012.0,Red,"Graciano, Syrah, Merlot, Cabernet Sauvignon",14.5,11.0,7.0,Graciano,4,Mixed
Quinta da Muradella Garnacha Tintorera,Quinta da Muradella,Galicia,Monterrei,2009.0,Red,Alicante Bouschet,11.5,18.0,34.0,Alicante,1,Pure
Quinta da Muradella Berrande,Quinta da Muradella,Galicia,Monterrei,2011.0,Red,Mencía,13.0,17.0,34.0,Mencía,1,Pure
Goliardo Caíño,Bodegas Forjas del Salnés,Galicia,Rías Baixas,2013.0,Red,Caíño Tinto,12.0,17.0,24.0,Caíño,1,Pure
Lousas Parcela Seoane,Envínate,Galicia,Ribeira Sacra,2013.0,Red,"Mencía, Otras",12.5,17.0,23.0,Mencía,2,Mixed
Quinta da Muradella Garnacha Tintorera,Quinta da Muradella,Galicia,Monterrei,2012.0,Red,Alicante Bouschet,12.5,16.5,34.0,Alicante,1,Pure
Goliardo Espadeiro,Bodegas Forjas del Salnés,Galicia,Rías Baixas,2013.0,Red,Espadeiro,12.0,16.5,24.0,Espadeiro,1,Pure
A Torna dos Pasás,Luis A. Rodríguez Vázquez,Galicia,Ribeiro,2012.0,Red,"Brancellao, Ferrón, Caíño Tinto, Espadeiro",12.0,16.5,15.0,Brancellao,4,Mixed
Lousas Viñas de Aldea,Envínate,Galicia,Ribeira Sacra,2013.0,Red,"Mencía, Otras",12.5,16.0,18.0,Mencía,2,Mixed
Capricho de Merenzao,Adega Ponte da Boga,Galicia,Ribeira Sacra,2013.0,Red,Trousseau,13.5,16.0,25.0,Trousseau,1,Pure
Lousas Parcela Camiño Novo,Envínate,Galicia,Ribeira Sacra,2013.0,Red,"Mencía, Otras",12.5,16.0,23.0,Mencía,2,Mixed
A Torna dos Pasás,Luis A. Rodríguez Vázquez,Galicia,Ribeiro,2011.0,Red,"Brancellao, Ferrón",12.5,16.0,15.0,Brancellao,2,Mixed
As Covas,Raúl Pérez Bodegas y Viñedos,Galicia,Otros Galicia,2013.0,Red,Pinot Noir,12.5,15.5,36.0,Pinot,1,Pure
Bancales Olvidados,Adega Ponte da Boga,Galicia,Ribeira Sacra,2012.0,Red,Mencía,13.0,15.0,15.0,Mencía,1,Pure
Porto de Lobos,Adega Ponte da Boga,Galicia,Ribeira Sacra,2013.0,Red,Brancellao,12.0,14.5,25.0,Brancellao,1,Pure
Bastión de la Luna,Bodegas Forjas del Salnés,Galicia,Rías Baixas,2013.0,Red,"Caíño Tinto, Espadeiro, Loureiro Tinto",12.0,14.0,14.0,Caíño,3,Mixed
Goliardo Loureiro,Bodegas Forjas del Salnés,Galicia,Rías Baixas,2013.0,Red,Loureiro Tinto,12.0,14.0,24.0,Loureiro,1,Pure
Sameirás,Sameirás,Galicia,Ribeiro,2014.0,Red,"Sousón, Caíño Tinto, Brancellao",12.0,14.0,9.0,Sousón,3,Mixed
Tras da Canda Pedral,Bodegas Forjas del Salnés,Galicia,Otros Galicia,2013.0,Red,"Rufete (95%), Caíño Tinto (5%)",12.0,14.0,24.0,Rufete,2,Mixed
P Mencía,Adega Ponte da Boga,Galicia,Ribeira Sacra,2014.0,Red,Mencía,12.5,13.5,9.0,Mencía,1,Pure
As Caborcas,Cía. de Vinos Telmo Rodríguez,Galicia,Valdeorras,2012.0,Red,"Mencía, Trousseau, Garnacha Tintorera, Godello",12.5,18.0,40.0,Mencía,4,Mixed
Muradella Viticultura de Montaña Castrillón,Quinta da Muradella,Galicia,Monterrei,2012.0,Red,"Juan García, Trousseau, Mencía, Alicante Bouschet, Gran Negro",13.0,17.5,45.0,Juan,5,Mixed
A Torna dos Pasás Escolma,Luis A. Rodríguez Vázquez,Galicia,Ribeiro,2010.0,Red,"Brancellao, Caíño Tinto, Ferrón",13.0,17.5,24.0,Brancellao,3,Mixed
Muradella,Quinta da Muradella,Galicia,Monterrei,2012.0,Red,"Mencía, Trousseau, Juan García, Alicante Bouschet",13.0,17.0,34.0,Mencía,4,Mixed
Quinta da Muradella Fisterra,Quinta da Muradella,Galicia,Monterrei,2012.0,Red,"Brancellao, Juan García, Sousón, Espadeiro, Trousseau",13.0,17.0,45.0,Brancellao,5,Mixed
Muradella Viticultura de Montaña San Paio,Quinta da Muradella,Galicia,Monterrei,2012.0,Red,"Juan García, Mencía, Trousseau, Alicante Bouschet, Gran Negro",13.0,17.0,45.0,Juan,5,Mixed
Algueira Fincas,Adega Algueira,Galicia,Ribeira Sacra,2011.0,Red,"Caíño Tinto (50%), Sousón (50%)",13.5,17.0,28.0,Caíño,2,Mixed
Muradella Viticultura de Montaña,Quinta da Muradella,Galicia,Monterrei,2012.0,Red,"Juan García, Mencía, Trousseau, Alicante Bouschet, Gran Negro",13.0,16.5,45.0,Juan,5,Mixed
Quinta da Muradella Valdeantas,Quinta da Muradella,Galicia,Monterrei,2012.0,Red,"Juan García, Mencía, Trousseau, Gran Negro, Alicante Bouschet, Cigüente",13.0,16.0,45.0,Juan,6,Mixed
Castro Candaz A Boca do Demo,Raúl Pérez Bodegas y Viñedos,Galicia,Ribeira Sacra,2013.0,Red,Mencía,13.0,15.5,27.0,Mencía,1,Pure
Algueira Pizarra,Adega Algueira,Galicia,Ribeira Sacra,2012.0,Red,Mencía,13.0,15.5,28.0,Mencía,1,Pure
Attis Caíño,Attis Bodegas y Viñedos,Galicia,Rías Baixas,2012.0,Red,Caíño Tinto,12.0,15.0,24.5,Caíño,1,Pure
Attis Pedral,Attis Bodegas y Viñedos,Galicia,Rías Baixas,2013.0,Red,Rufete,12.0,14.0,24.5,Rufete,1,Pure
Attis Espadeiro,Attis Bodegas y Viñedos,Galicia,Rías Baixas,2012.0,Red,Espadeiro,12.0,14.0,24.5,Espadeiro,1,Pure
Castro Candaz Finca El Curvado,Raúl Pérez Bodegas y Viñedos,Galicia,Ribeira Sacra,2013.0,Red,Mencía,13.0,14.0,17.0,Mencía,1,Pure
O Esteiro,Bodegas Albamar,Galicia,Rías Baixas,2013.0,Red,"Espadeiro, Caíño Tinto, Mencía",12.5,13.5,21.0,Espadeiro,3,Mixed
Finca Genoveva,Bodegas Forjas del Salnés,Galicia,Rías Baixas,2013.0,Red,Caíño Tinto,12.0,13.0,31.0,Caíño,1,Pure
Attis Sousón,Attis Bodegas y Viñedos,Galicia,Rías Baixas,2012.0,Red,Sousón,12.0,13.0,24.5,Sousón,1,Pure
Fusco Edición Especial,Bodegas Albamar,Galicia,Ribeira Sacra,2013.0,Red,Mencía,12.5,13.0,14.5,Mencía,1,Pure
Licis,Brunet & Massard,Galicia,Ribeira Sacra,2012.0,Red,Mencía,13.0,13.0,18.0,Mencía,1,Pure
Attis Sousón,Attis Bodegas y Viñedos,Galicia,Rías Baixas,2013.0,Red,Sousón,11.5,12.5,24.5,Sousón,1,Pure
Fusco,Bodegas Albamar,Galicia,Ribeira Sacra,2014.0,Red,Mencía,12.5,11.5,12.5,Mencía,1,Pure
Xión,Attis Bodegas y Viñedos,Galicia,Rías Baixas,2013.0,Red,"Espadeiro, Rufete, Sousón",11.5,10.5,11.0,Espadeiro,3,Mixed
Xión,Attis Bodegas y Viñedos,Galicia,Rías Baixas,2014.0,Red,"Espadeiro, Rufete, Sousón",11.5,10.0,11.0,Espadeiro,3,Mixed
Sitta Ancestros,Attis Bodegas y Viñedos,Galicia,Rías Baixas,2008.0,White,Albariño,13.5,16.5,45.0,Albariño,1,Pure
Avancia,Grupo Jorge Ordóñez,Galicia,Valdeorras,2014.0,Red,Mencía,13.5,16.5,28.0,Mencía,1,Pure
Sesenta e Nove Arrobas,Bodegas Albamar,Galicia,Rías Baixas,2013.0,White,Albariño,13.0,15.0,17.0,Albariño,1,Pure
Alma de Mar,Bodegas Albamar,Galicia,Rías Baixas,2013.0,White,Albariño,13.0,15.0,14.0,Albariño,1,Pure
José Arístegui Godello,José Luis Arístegui Anido,Galicia,Valdeorras,2012.0,White,Godello,13.0,15.0,8.5,Godello,1,Pure
José Arístegui Godello,José Luis Arístegui Anido,Galicia,Valdeorras,2013.0,White,Godello,13.5,14.5,8.5,Godello,1,Pure
Avancia Cuvée de O Mencía,Grupo Jorge Ordóñez,Galicia,Valdeorras,2014.0,Red,Mencía,13.5,14.5,18.0,Mencía,1,Pure
Pepe Luis,Bodegas Albamar,Galicia,Rías Baixas,2013.0,White,Albariño,13.0,14.0,20.0,Albariño,1,Pure
Cortezada,Fedellos do Couto,Galicia,Valdeorras,2013.0,Red,Mencía,13.5,14.5,12.0,Mencía,1,Pure
Attis Albariño Lías Finas,Attis Bodegas y Viñedos,Galicia,Rías Baixas,2014.0,White,Albariño,12.5,13.5,11.0,Albariño,1,Pure
Attis Embaixador,Attis Bodegas y Viñedos,Galicia,Rías Baixas,2012.0,White,Albariño,13.0,13.0,15.0,Albariño,1,Pure
Lomba dos Ares,Fedellos do Couto,Galicia,Valdeorras,2013.0,Red,"Mencía, Juan García, Trousseau, Alicante Bouschet, Caíño Tinto",12.5,13.5,15.0,Mencía,5,Mixed
Avancia,Grupo Jorge Ordóñez,Galicia,Valdeorras,2013.0,Red,Mencía,13.5,13.0,28.0,Mencía,1,Pure
Albamar Albariño,Bodegas Albamar,Galicia,Rías Baixas,2014.0,White,Albariño,13.0,12.5,13.0,Albariño,1,Pure
José Arístegui Mencía,José Luis Arístegui Anido,Galicia,Valdeorras,2013.0,Red,Mencía,14.0,12.5,10.5,Mencía,1,Pure
Albamar Edición Especial,Bodegas Albamar,Galicia,Rías Baixas,2014.0,White,Albariño,13.0,12.0,15.0,Albariño,1,Pure
Traste,José Luis Arístegui Anido,Galicia,Valdeorras,2011.0,Red,"Alicante Bouschet (70%), Mencía (30%)",15.0,12.0,15.0,Alicante,2,Mixed
Albamar Finca O Pereiro,Bodegas Albamar,Galicia,Rías Baixas,2014.0,White,Albariño,13.0,11.5,19.0,Albariño,1,Pure
José Arístegui Mencia,José Luis Arístegui Anido,Galicia,Valdeorras,2012.0,Red,Mencía,14.0,11.5,10.5,Mencía,1,Pure
Traste,José Luis Arístegui Anido,Galicia,Valdeorras,2012.0,Red,"Alicante Bouschet (70%), Mencía (30%)",15.0,10.0,15.0,Alicante,2,Mixed
Silente Selección,Colonias de Galeón,Andalucía,Otros Andalucía,2009.0,Red,"Cabernet Franc (50%), Merlot (30%), Tempranillo (10%), Syrah (10%)",14.0,16.0,19.5,Cabernet,4,Mixed
Pago El Espino,Cortijo Los Aguilares,Andalucía,Málaga/Sierras de Málaga,2013.0,Red,"Petit Verdot (49%), Tempranillo (31%), Syrah (20%)",14.0,15.5,15.0,Petit,3,Mixed
Manos Negras,Samsara Vinos (Pablo Chacón),Andalucía,Málaga/Sierras de Málaga,2014.0,Red,"Merlot (60%), Tempranillo (40%)",14.0,15.0,9.0,Merlot,2,Mixed
7 Vin Blaufränkisch,Bodega Kieninger,Andalucía,Málaga/Sierras de Málaga,2012.0,Red,Blaufränkisch,14.5,15.0,22.0,Blaufränkisch,1,Pure
Samsara,Samsara Vinos (Pablo Chacón),Andalucía,Málaga/Sierras de Málaga,2011.0,Red,Petit Verdot,14.0,15.0,30.0,Petit,1,Pure
Vinana Cuvée,Bodega Kieninger,Andalucía,Málaga/Sierras de Málaga,2012.0,Red,"Cabernet Franc, Cabernet Sauvignon, Merlot, Pinot Noir",14.5,14.5,16.5,Cabernet,4,Mixed
DV Aires,Descalzos Viejos,Andalucía,Málaga/Sierras de Málaga,2008.0,Red,Petit Verdot,14.5,14.5,17.5,Petit,1,Pure
Sedella,Sedella Vinos,Andalucía,Málaga/Sierras de Málaga,2013.0,Red,"Romé, Garnacha",13.5,14.0,21.0,Romé,2,Mixed
Cortijo Los Aguilares Pinot Noir,Cortijo Los Aguilares,Andalucía,Málaga/Sierras de Málaga,2014.0,Red,Pinot Noir,13.0,14.0,28.0,Pinot,1,Pure
Colonias de Galeón MC,Colonias de Galeón,Andalucía,Otros Andalucía,2014.0,Red,"Cabernet Franc (50%), Tempranillo (30%), Syrah (20%)",14.5,13.5,6.5,Cabernet,3,Mixed
Colonias de Galeón Roble,Colonias de Galeón,Andalucía,Otros Andalucía,2013.0,Red,"Cabernet Franc (40%), Tempranillo (30%), Merlot (15%), Syrah (15%)",14.0,13.0,8.0,Cabernet,4,Mixed
Tadeo,Cortijo Los Aguilares,Andalucía,Málaga/Sierras de Málaga,2013.0,Red,Petit Verdot,14.0,13.0,30.0,Petit,1,Pure
Los Aguilares,Cortijo Los Aguilares,Andalucía,Málaga/Sierras de Málaga,2014.0,Red,"Tempranillo (68%), Syrah (32%)",14.0,12.5,9.5,Tempranillo,2,Mixed
Vinana Pinot Noir,Bodega Kieninger,Andalucía,Málaga/Sierras de Málaga,2013.0,Red,Pinot Noir,14.5,12.5,20.0,Pinot,1,Pure
Entredicho Velvet,Pedro Olivares,Unknown,Otros España,2012.0,Red,"Molinara, Monastrell, Syrah, Negra Mole",15.0,12.0,19.5,Molinara,4,Mixed
Laderas de Sedella,Sedella Vinos,Andalucía,Málaga/Sierras de Málaga,2013.0,Red,"Romé, Garnacha",13.0,12.0,14.0,Romé,2,Mixed
Pago El Espino,Cortijo Los Aguilares,Andalucía,Málaga/Sierras de Málaga,2012.0,Red,"Petit Verdot (49%), Tempranillo (35%), Merlot (16%)",14.0,12.0,15.0,Petit,3,Mixed
Más P'Acá,Naranjuez,Unknown,Otros España,2011.0,Red,"Tempranillo (50%), Merlot (20%), Cabernet Sauvignon (20%), Cabernet Franc (10%)",13.0,10.0,12.0,Tempranillo,4,Mixed
DV Descalzos Viejos,Descalzos Viejos,Andalucía,Málaga/Sierras de Málaga,2012.0,Red,"Garnacha, Syrah",14.5,10.0,10.0,Garnacha,2,Mixed
La Val Sobre Lías,Bodegas La Val,Galicia,Rías Baixas,2004.0,White,Albariño,12.5,18.0,17.0,Albariño,1,Pure
La Val Sobre Lías,Bodegas La Val,Galicia,Rías Baixas,2005.0,White,Albariño,12.5,17.5,17.0,Albariño,1,Pure
La Val,Bodegas La Val,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,17.0,9.0,Albariño,1,Pure
La Val Sobre Lías,Bodegas La Val,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,16.5,17.0,Albariño,1,Pure
La Val,Bodegas La Val,Galicia,Rías Baixas,2006.0,White,Albariño,12.5,16.5,9.0,Albariño,1,Pure
La Val,Bodegas La Val,Galicia,Rías Baixas,2011.0,White,Albariño,12.5,16.0,9.0,Albariño,1,Pure
La Val,Bodegas La Val,Galicia,Rías Baixas,2010.0,White,Albariño,12.5,15.5,9.0,Albariño,1,Pure
La Val,Bodegas La Val,Galicia,Rías Baixas,2009.0,White,Albariño,12.0,15.5,9.0,Albariño,1,Pure
La Val,Bodegas La Val,Galicia,Rías Baixas,2005.0,White,Albariño,12.5,15.5,9.0,Albariño,1,Pure
La Val,Bodegas La Val,Galicia,Rías Baixas,2014.0,White,Albariño,12.0,15.0,9.0,Albariño,1,Pure
La Val,Bodegas La Val,Galicia,Rías Baixas,2013.0,White,Albariño,12.5,14.0,9.0,Albariño,1,Pure
La Bota de Florpower 57 MMXII,Equipo Navazos,Andalucía,Otros Andalucía,2012.0,White,Palomino Fino,12.5,16.0,19.5,Palomino,1,Pure
Manzanilla de Añada Callejuela 50 cl.,Callejuela,Andalucía,Jerez y Manzanilla,2012.0,Generous,Palomino Fino,15.0,16.0,15.0,Palomino,1,Pure
Forlong Blanco,Bodega de Forlong,Andalucía,Otros Andalucía,2014.0,White,"Palomino Fino (85%), Pedro Ximénez (15%)",13.0,15.5,8.0,Palomino,2,Mixed
Exceptional Harvest,Bodegas Ximénez Spínola,Andalucía,Otros Andalucía,2014.0,White,Pedro Ximénez,12.5,15.0,19.5,Pedro,1,Pure
Alba Brut Nature,Alba Viticultores,Andalucía,Otros Andalucía,2013.0,Sparkling,Palomino Fino,12.0,15.0,29.0,Palomino,1,Pure
Tintilla de Finca Moncloa,Finca Moncloa,Andalucía,Otros Andalucía,2012.0,Dulce,Graciano,15.0,15.0,50.0,Graciano,1,Pure
Alba Confitero Pago Miraflores Ancestral,Alba Viticultores,Andalucía,Otros Andalucía,2014.0,Sparkling,Palomino Fino,13.9,14.0,35.0,Palomino,1,Pure
Alhocén Chardonnay FB,Miguel Domecq,Andalucía,Otros Andalucía,2014.0,White,Chardonnay,13.5,13.5,10.5,Chardonnay,1,Pure
Entrechuelos Chardonnay,Miguel Domecq,Andalucía,Otros Andalucía,2014.0,White,Chardonnay,13.5,13.0,4.25,Chardonnay,1,Pure
Massuria,Bodega y Viñedos Mas Asturias,Castilla y León,Bierzo,2010.0,Red,Mencía,13.5,16.5,21.0,Mencía,1,Pure
Viuda Negra La Taconera,Bodegas Javier San Pedro,La Rioja (España),Rioja,2013.0,Red,Tempranillo,14.0,16.5,16.5,Tempranillo,1,Pure
ÀN,Anima Negra,Baleares,Otros Baleares,2012.0,Red,"Callet (95%), Manto Negro (3%), Fogoneu (2%)",14.0,16.5,32.0,Callet,3,Mixed
Massipa,Cellers Scala Dei,Cataluña,Priorat,2013.0,White,"Garnacha Blanca (80%), Chenin Blanc (20%)",14.5,16.0,31.0,Garnacha,2,Mixed
Pla dels Àngels,Cellers Scala Dei,Cataluña,Priorat,2014.0,Rose,Garnacha,14.5,15.5,18.0,Garnacha,1,Pure
Cosme Palacio Crianza,Bodegas Palacio,La Rioja (España),Rioja,2011.0,Red,Tempranillo,14.0,15.5,14.5,Tempranillo,1,Pure
Puerto Carbonero,Bodegas y Viñedos Cerro del Águila,Castilla La Mancha,Otros Castilla La Mancha,2013.0,Red,Garnacha,14.4,15.5,17.0,Garnacha,1,Pure
Septem Eremi,Bodegas y Viñedos Valleyglesias,Madrid,Vinos de Madrid,2014.0,White,Albillo Real,14.0,15.0,18.0,Albillo,1,Pure
Viuda Negra Nunca Jamás,Bodegas Javier San Pedro,La Rioja (España),Rioja,2014.0,Red,"Tempranillo (90%), Garnacha (5%), Graciano (5%)",14.0,15.0,16.5,Tempranillo,3,Mixed
Campo Viejo Crianza Vendimia Seleccionada,Bodegas Campo Viejo,La Rioja (España),Rioja,2012.0,Red,Tempranillo,13.5,15.0,6.0,Tempranillo,1,Pure
Vereda del Lobo,Bodegas y Viñedos Cerro del Águila,Castilla La Mancha,Otros Castilla La Mancha,2013.0,Red,"Garnacha (80%), Otras (20%)",13.6,15.0,12.0,Garnacha,2,Mixed
Viuda Negra Villahuercos,Bodegas Javier San Pedro,La Rioja (España),Rioja,2014.0,White,Tempranillo Blanco,13.5,14.5,16.5,Tempranillo,1,Pure
Beronia Crianza,Bodegas Beronia,La Rioja (España),Rioja,2012.0,Red,"Tempranillo, Garnacha, Mazuelo",13.5,14.5,6.5,Tempranillo,3,Mixed
Malabra,Bodegas y Viñedos Cerro del Águila,Castilla La Mancha,Otros Castilla La Mancha,2013.0,Red,"Garnacha (70%), Tempranillo (30%)",13.4,14.5,10.0,Garnacha,2,Mixed
Íñigo Amézola Tinto,Bodegas Amézola de La Mora,La Rioja (España),Rioja,2011.0,Red,"Garnacha, Tempranillo, Mazuelo",13.5,14.0,20.0,Garnacha,3,Mixed
Viña Amézola Crianza,Bodegas Amézola de La Mora,La Rioja (España),Rioja,2011.0,Red,"Tempranillo, Mazuelo, Garnacha",14.0,14.0,9.5,Tempranillo,3,Mixed
Montecastrillo,Bodegas Peñalba López (Torremilanos),Castilla y León,Ribera del Duero,2014.0,Rose,Tempranillo,13.5,13.5,4.5,Tempranillo,1,Pure
Peñalba López Blanco,Bodegas Peñalba López (Torremilanos),Castilla y León,Otros Castilla y León,2013.0,White,"Albillo Mayor (40%), Sauvignon Blanc (40%), Macabeo (10%), Chardonnay (10%)",13.5,13.5,13.0,Albillo,4,Mixed
Finca Morenillo,Celler Piñol,Cataluña,Terra Alta,2012.0,Red,Morenillo,14.0,17.5,30.0,Morenillo,1,Pure
Braó,Acùstic,Cataluña,Montsant,2013.0,Red,"Mazuelo, Garnacha",15.0,17.0,21.5,Mazuelo,2,Mixed
La Flor del Flor de Primavera Old Vines Samsó,Celler de Capçanes,Cataluña,Montsant,2013.0,Red,Mazuelo,15.0,16.5,40.0,Mazuelo,1,Pure
Auditori,Acùstic,Cataluña,Montsant,2013.0,Red,Garnacha,15.0,16.5,43.0,Garnacha,1,Pure
Mather Teresina,Celler Piñol,Cataluña,Terra Alta,2010.0,Red,"Morenillo, Mazuelo, Garnacha",14.5,15.5,25.0,Morenillo,3,Mixed
La Flor del Flor de Primavera Old Vines Garnatxa,Celler de Capçanes,Cataluña,Montsant,2013.0,Red,Garnacha,15.0,15.5,40.0,Garnacha,1,Pure
Sa Natura,Celler Piñol,Cataluña,Terra Alta,2011.0,Red,"Mazuelo (50%), Merlot (20%), Syrah (20%), Petit Verdot (10%)",14.0,15.0,10.0,Mazuelo,4,Mixed
Acústic Vinyes Velles Nobles,Acùstic,Cataluña,Montsant,2013.0,Red,"Mazuelo, Garnacha",15.0,15.0,16.0,Mazuelo,2,Mixed
