Wine,Winery,Country,Region,Sub Region,Year,Type,Grape,Alcohol,Review Score,Price
Zarraguilla Roble,Bodegas Zarraguilla,España,Castilla y León,Otros Castilla y León,2007,Tinto,Tempranillo,14.50,13.0,4.00 
F. Urabain Finca Santa Bárbara,Bodegas Urabain,España,N/D,Navarra,2006,Tinto,"Merlot (80%), Cabernet Sauvignon (20%)",14.00,13.0,7.00 
Spanish White Guerrilla Verdejo,Bodegas Castillo de Maetierra,España,,Otros La Rioja,2009,Blanco,Verdejo,12.00,12.5,5.40 
Spanish White Guerrilla Riesling,Bodegas Castillo de Maetierra,España,,Otros La Rioja,2009,Blanco,Riesling,12.00,12.5,8.00 
MO Salinas Monastrell,Bodegas Sierra Salinas,España,Comunidad Valenciana,Alicante,2009,Rosado,"Monastrell, Garnacha Tintorera, Cabernet Sauvignon",13.50,12.5,5.95 
Vennur Crianza Vendimia Seleccionada,Bodegas Zarraguilla,España,Castilla y León,Otros Castilla y León,2007,Tinto,Tempranillo,14.00,12.5,6.50 
Alejairen,Alejandro Fernández Tinto Pesquera,España,Castilla La Mancha,La Mancha,2007,Blanco,Airén,13.50,12.5,14.00
Spanish White Guerrilla Sauvignon Blanc,Bodegas Castillo de Maetierra,España,,Otros La Rioja,2009,Blanco,Sauvignon Blanc,12.00,12.0,5.80 
Malaparte,Bodega de Frutos Marin,España,Castilla y León,Otros Castilla y León,2008,Tinto,Tempranillo,14.00,12.0,12.00
Cala Nº 1,Tinedo Bodega y Viñedo,España,Castilla La Mancha,Otros Castilla La Mancha,2008,Tinto,"Tempranillo (95%), Cabernet Sauvignon (5%)",14.50,12.0,5.50 
Demencia,Demencia de Autor,España,Castilla y León,Bierzo,2007,Tinto,Mencía,15.00,12.0,"
Cere"
Labores de Unzu,Unzu Propiedad,España,Castilla y León,Rueda,2009,Blanco,Verdejo,12.50,11.0,6.00 
Zeta 37 Selección,Bodegas Zarraguilla,España,Castilla y León,Otros Castilla y León,2006,Tinto,Tempranillo,14.00,10.0,16.00
Urabain Rosado de Lagrima,Bodegas Urabain,España,N/D,Navarra,2009,Rosado,Merlot,13.50,9.0,6.50 
Allende Blanco,Finca Allende,España,La Rioja (España),Rioja,1999,Blanco,"Viura (60%), Malvasia (40%)",13.00,16.0,"
Amar"
Allende Blanco,Finca Allende,España,La Rioja (España),Rioja,2007,Blanco,"Viura (80%), Malvasia (20%)",13.50,15.5,"
Amar"
Allende Blanco,Finca Allende,España,La Rioja (España),Rioja,2003,Blanco,"Viura (70%), Malvasia (30%)",13.50,15.5,"
Amar"
Allende Blanco,Finca Allende,España,La Rioja (España),Rioja,2006,Blanco,"Viura (80%), Malvasia (20%)",13.50,14.5,"
Amar"
Allende Blanco,Finca Allende,España,La Rioja (España),Rioja,2000,Blanco,"Viura (60%), Malvasia (40%)",13.00,14.5,"
Amar"
Allende Blanco,Finca Allende,España,La Rioja (España),Rioja,2005,Blanco,"Viura (80%), Malvasia (20%)",13.50,14.0,"
Amar"
Mártires,Finca Allende,España,La Rioja (España),Rioja,2008,Blanco,Viura,14.00,17.0,"
Amar"
Allende,Finca Allende,España,La Rioja (España),Rioja,2004,Tinto,Tempranillo,13.50,17.0,"
Cere"
Allende,Finca Allende,España,La Rioja (España),Rioja,1996,Tinto,Tempranillo,13.50,17.0,"
Gran"
Allende,Finca Allende,España,La Rioja (España),Rioja,2007,Tinto,Tempranillo,13.50,16.0,"
Cere"
Allende,Finca Allende,España,La Rioja (España),Rioja,2005,Tinto,Tempranillo,13.50,16.0,"
Cere"
Allende,Finca Allende,España,La Rioja (España),Rioja,2002,Tinto,Tempranillo,13.50,16.0,"
Cere"
Allende (muestra),Finca Allende,España,La Rioja (España),Rioja,2009,Tinto,Tempranillo,13.50,15.0,"
Cere"
Allende,Finca Allende,España,La Rioja (España),Rioja,2006,Tinto,Tempranillo,13.50,15.0,"
Cere"
Allende,Finca Allende,España,La Rioja (España),Rioja,2000,Tinto,Tempranillo,13.50,15.0,"
Cere"
Allende,Finca Allende,España,La Rioja (España),Rioja,1997,Tinto,Alcohol: 13.50º,Consumo óptimo: De 2010 a 2012,15.0,"
Rubí"
Allende,Finca Allende,España,La Rioja (España),Rioja,1999,Tinto,Tempranillo,13.50,14.5,"
Cere"
Allende,Finca Allende,España,La Rioja (España),Rioja,2001,Tinto,Tempranillo,13.50,14.0,"
Cere"
Allende,Finca Allende,España,La Rioja (España),Rioja,1998,Tinto,Tempranillo,13.50,14.0,"
Gran"
Allende,Finca Allende,España,La Rioja (España),Rioja,2003,Tinto,Tempranillo,13.50,13.5,"
Cere"
Allende (muestra),Finca Allende,España,La Rioja (España),Rioja,2008,Tinto,Tempranillo,13.50,13.0,"
Cere"
Allende,Finca Allende,España,La Rioja (España),Rioja,1995,Tinto,Tempranillo,13.50,13.0,"
Rubí"
Aurus,Finca Allende,España,La Rioja (España),Rioja,2004,Tinto,Tempranillo,14.00,18.0,"
Cere"
Aurus,Finca Allende,España,La Rioja (España),Rioja,2001,Tinto,Tempranillo,14.50,17.5,"
Cere"
Aurus,Finca Allende,España,La Rioja (España),Rioja,1996,Tinto,Tempranillo,13.50,17.5,"
Cere"
Aurus,Finca Allende,España,La Rioja (España),Rioja,2005,Tinto,Tempranillo,14.00,17.0,"
Cere"
Aurus,Finca Allende,España,La Rioja (España),Rioja,1998,Tinto,Tempranillo,13.50,17.0,"
Cere"
Calvario,Finca Allende,España,La Rioja (España),Rioja,1999,Tinto,Tempranillo,14.00,18.5,"
Cere"
Calvario,Finca Allende,España,La Rioja (España),Rioja,2005,Tinto,Tempranillo,14.00,17.5,"
Cere"
Calvario,Finca Allende,España,La Rioja (España),Rioja,2004,Tinto,Tempranillo,14.00,16.0,"
Cere"
Calvario,Finca Allende,España,La Rioja (España),Rioja,2001,Tinto,Tempranillo,14.00,16.0,"
Cere"
Attis,Attis Bodegas y Viñedos,España,Galicia,Rías Baixas,2009,Blanco,Albariño,13.00,15.0,8.00 
Anxo Martin O Rosal,Bodegas Martín Códax,España,Galicia,Rías Baixas,2009,Blanco,Albariño,13.00,14.5,8.00 
Alba Martin,Bodegas Martín Códax,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,14.0,8.00 
Davila Rosal,Adegas Valmiñor,España,Galicia,Rías Baixas,2009,Blanco,"Albariño, Loureiro, Treixadura",12.50,14.0,"
Amar"
Arbastrum Condado do Tea,Bodegas Eidosela,España,Galicia,Rías Baixas,2009,Blanco,"Treixadura, Otras, Albariño",12.00,13.5,8.10 
Condes de Albarei,Adega Condes de Albarei,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,13.5,7.80 
Señorío de Sobral,Señorío de Sobral,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.00,13.5,7.90 
Pazo San Mauro,Pazo San Mauro,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,13.5,9.50 
Charquiño Albariño,Bodegas Eidosela,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,13.0,7.00 
Mar de Viñas,Adegas Gran Vinum,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,13.0,8.00 
Nessa,Adegas Gran Vinum,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,13.0,8.00 
Etra Condado,Bodegas Eidosela,España,Galicia,Rías Baixas,2009,Blanco,Otras,12.00,12.5,8.10 
Lagar de Besada,Lagar de Besada,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,12.5,6.00 
Val de Nora,Viña Nora,España,Galicia,Rías Baixas,2009,Blanco,Albariño,13.00,12.5,6.00 
Viña Ludy,Bodegas La Val,España,Galicia,Rías Baixas,2009,Blanco,"Albariño, Treixadura, Loureiro",12.00,12.5,8.00 
Gundián,Adega Valdés,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,12.0,8.00 
La Val,Bodegas La Val,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.00,12.0,8.00 
Maior de Mendoza Maceración Carbónica,Maior de Mendoza (Coto de Xiabre),España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,12.0,"
Amar"
Castro Baroña,Bodega Castro Baroña,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.00,12.0,8.40 
Lagar do Castelo,Bodega Castro Baroña,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.00,12.0,8.70 
Santiago Roma,Bodegas Santiago Roma,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.00,12.0,9.65 
Eidosela,Bodegas Eidosela,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,11.5,8.50 
Etra Albariño,Bodegas Eidosela,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,11.5,8.50 
Torre la Moreira,Bodegas Marqués de Vizhoja,España,Galicia,Rías Baixas,2009,Blanco,Albariño,13.00,11.5,9.60 
Charquiño Condado,Bodegas Eidosela,España,Galicia,Rías Baixas,Tipo:  Blanco,Castas: Otras,Consumo óptimo: En 2010,,11.0,7.00 
Leira,Pazo Pondal,España,Galicia,Rías Baixas,2009,Blanco,Albariño,13.00,11.0,9.00 
Coto de Gomariz Colleita Seleccionada,Coto de Gomariz,España,Galicia,Ribeiro,2008,Blanco,"Treixadura, Godello, Albariño, Loureiro, Lado",13.50,16.5,12.00
Coto de Gomariz,Coto de Gomariz,España,Galicia,Ribeiro,2009,Blanco,"Treixadura (80%), Godello, Loureiro, Albariño",13.50,15.0,7.50 
Viña Mein Fermentado en Barrica,Viña Mein,España,Galicia,Ribeiro,2008,Blanco,"Treixadura (75%), Godello (25%)",12.00,15.0,12.00
Terra do Castelo Sensación,Bodega Cooperativa San Roque Beade,España,Galicia,Ribeiro,2009,Blanco,Godello,11.50,14.5,5.00 
Finca Teira,Adega Manuel Formigo de la Fuente,España,Galicia,Ribeiro,2009,Blanco,"Treixadura (65%), Godello (25%), Torrontés (10%)",12.50,14.5,10.00
Casal de Armán,Casal de Armán,España,Galicia,Ribeiro,2009,Blanco,"Treixadura (90%), Godello (5%), Albariño (5%)",13.50,14.5,9.00 
Viña Mein,Viña Mein,España,Galicia,Ribeiro,2009,Blanco,"Treixadura (70%), Godello, Loureiro, Torrontés, Albariño",12.00,14.5,10.00
Gomariz X,Coto de Gomariz,España,Galicia,Ribeiro,2009,Blanco,"Albariño (95%), Treixadura (5%)",13.50,14.5,8.00 
Armán Barrica,Casal de Armán,España,Galicia,Ribeiro,2008,Blanco,Treixadura (100%),13.50,14.5,12.00
Viña Costeira,Viña Costeira,España,Galicia,Ribeiro,2009,Blanco,Godello,11.50,14.0,5.00 
Sameirás Branco,Sameirás,España,Galicia,Ribeiro,2009,Blanco,"Treixadura, Albariño, Godello, Lado, Loureiro",13.00,14.0,8.50 
Alberte,Bodegas Nairoa,España,Galicia,Ribeiro,2009,Blanco,"Treixadura, Torrontés",12.00,13.5,7.00 
Pazo do Mar Expresion,Adega Pazo do Mar,España,Galicia,Ribeiro,2009,Blanco,"Albariño, Treixadura",13.00,13.5,8.00 
Colección Costeira Treixadura do Ribeiro,Viña Costeira,España,Galicia,Ribeiro,2009,Blanco,Treixadura,13.00,13.5,8.00 
Viña Reboreda,Bodegas Campante,España,Galicia,Ribeiro,2009,Blanco,"Palomino (30%), Treixadura, Torrontés, Godello",11.50,13.5,9.00 
Divino Rei,Bodega Castro Rei,España,Galicia,Ribeiro,2009,Blanco,"Albariño, Treixadura, Loureiro",12.50,13.0,8.00 
Gran Reboreda,Bodegas Campante,España,Galicia,Ribeiro,2009,Blanco,"Treixadura (90%), Loureiro (5%), Godello (5%)",12.00,13.0,12.90
Colección Costeira Treixadura Barrica,Viña Costeira,España,Galicia,Ribeiro,2009,Blanco,Treixadura,13.00,13.0,10.00
Pazo do Mar,Adega Pazo do Mar,España,Galicia,Ribeiro,2009,Blanco,"Treixadura, Torrontés, Godello",12.00,12.5,6.00 
Casanova,Pazo Casanova,España,Galicia,Ribeiro,2009,Blanco,"Treixadura, Godello, Albariño, Loureiro",12.50,12.5,10.00
Sanclodio,Producciones Amodiño,España,Galicia,Ribeiro,2009,Blanco,"Treixadura (70%), Godello, Loureiro, Albariño, Torrontés",13.00,12.5,10.00
Cuñas Davia Barrica,Adegas Valdavia,España,Galicia,Ribeiro,2008,Blanco,"Albariño, Treixadura",13.00,12.5,12.50
Cuñas Davia,Adegas Valdavia,España,Galicia,Ribeiro,2009,Blanco,"Treixadura, Albariño, Godello, Lado",13.00,12.0,8.50 
Gran Campiño,Bodega Alanis,España,Galicia,Ribeiro,2009,Blanco,Otras,11.50,12.0,8.00 
Colección Costeira Albariño do Ribeiro,Viña Costeira,España,Galicia,Ribeiro,2009,Blanco,Albariño,13.50,11.5,8.00 
Val de Nairoa,Bodegas Nairoa,España,Galicia,Ribeiro,2009,Blanco,"Treixadura, Albariño, Lado",12.50,10.0,9.00 
Albariño de Fefiñanes,Bodegas del Palacio de Fefiñanes,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,15.5,10.00
Lusco,Adega Pazos de Lusco,España,Galicia,Rías Baixas,2009,Blanco,Albariño,13.00,14.5,13.50
Quinta de Couselo Rosal,Adega Quinta Couselo,España,Galicia,Rías Baixas,2009,Blanco,"Albariño, Loureiro, Caiño",12.50,14.5,9.00 
Valdamor,Valdamor,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,14.5,10.75
Agnusdei,Bodegas Agnusdei,España,Galicia,Rías Baixas,2009,Blanco,Albariño,13.00,14.0,9.00 
Sin Palabras Castro Valdés,Adegas Castrobrey,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,13.5,15.00
Santiago Ruiz,Santiago Ruiz,España,Galicia,Rías Baixas,2009,Blanco,Albariño,13.00,13.5,13.00
Abadía de San Campío,Bodegas Terras Gauda,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,13.5,11.30
Nora,Viña Nora,España,Galicia,Rías Baixas,2009,Blanco,Albariño,13.00,13.5,11.00
Baladiña,Lagar de Besada,España,Galicia,Rías Baixas,2007,Blanco,Albariño,13.00,13.5,9.00 
Lagar de Cervera,Lagar de Fornelos,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,13.5,9.00 
Martin Códax,Bodegas Martín Códax,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,13.5,10.90
Valmiñor,Adegas Valmiñor,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,13.0,9.00 
Bágoa do Miño Lágrima,Bodegas As Laxas,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,13.0,13.45
Mar de Frades,Bodegas Mar de Frades,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,13.0,12.00
Eiral,Bodegas Pablo Padín,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.00,13.0,7.50 
Pazo de Señorans,Pazo de Señorans,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,13.0,12.00
Señor da Folla Verde,Bodegas Marqués de Vizhoja,España,Galicia,Rías Baixas,2009,Blanco,"Albariño, Treixadura, Loureiro",12.50,12.5,15.50
Veigas de Padriñan,Adegas Dos Eidos,España,Galicia,Rías Baixas,2009,Blanco,Albariño,13.50,12.0,14.00
Enxebre Vendimia Seleccionada,Adega Condes de Albarei,España,Galicia,Rías Baixas,2009,Blanco,Albariño,13.00,11.0,13.00
Morgadío,Adegas Morgadío,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,11.0,14.00
Finca Luneda,Bodegas Núñez Andión,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,11.0,"
Amar"
Santiago Roma Selección,Bodegas Santiago Roma,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,10.5,12.80
Viña Abad Godello,Bodega Coop. Jesús Nazareno,España,Galicia,Valdeorras,2009,Blanco,Godello,13.00,15.0,4.50 
Bioca Godello Selección,Mª Teresa Núñez Vega,España,Galicia,Valdeorras,2009,Blanco,Godello,13.50,15.0,7.00 
Guitian Godello Sobre Lías,Bodegas A Tapada,España,Galicia,Valdeorras,2009,Blanco,Godello,13.00,15.0,11.50
Pezas da Portela Godello,Bodegas Valdesil,España,Galicia,Valdeorras,2007,Blanco,Godello,13.50,15.0,21.00
Crego e Monaguillo Godello,Crego e Monaguillo,España,Galicia,Monterrei,2009,Blanco,Godello,13.00,14.5,10.00
Guitian Godello,Bodegas A Tapada,España,Galicia,Valdeorras,2009,Blanco,Godello,13.00,14.5,10.00
Alma de Blanco,Adegas Pazo das Tapias,España,Galicia,Monterrei,2009,Blanco,Godello,13.50,14.0,6.00 
Terra do Gargalo sobre Lias,Gargalo,España,Galicia,Monterrei,2008,Blanco,"Godello (50%), Treixadura (50%)",13.00,14.0,11.50
Alcouce,Chao do Couso,España,Galicia,Ribeira Sacra,2006,Blanco,Otras,13.50,14.0,11.00
Viña Somoza Godello Sobre Lias,Bodegas y Viñedos Viña Somoza,España,Galicia,Valdeorras,2009,Blanco,Godello,13.00,14.0,9.50 
Guitian Godello Fermentado en Barrica,Bodegas A Tapada,España,Galicia,Valdeorras,2008,Blanco,Godello,13.00,14.0,17.00
Viñaredo Barrica Selección Godello,Adegas Santa Marta,España,Galicia,Valdeorras,2007,Blanco,Godello,13.00,14.0,12.00
Adega Barbado,Tomás Rodríguez González,España,Galicia,Ribeira Sacra,2009,Blanco,Otras,12.50,13.5,"
Amar"
Joaquin Rebolledo Godello,Joaquín Rebolledo,España,Galicia,Valdeorras,2009,Blanco,Godello,13.00,13.5,6.50 
Louro do Bolo Godello Lias Finas,Rafael Palacios,España,Galicia,Valdeorras,2009,Blanco,Godello,13.50,13.5,11.50
Terra do Gargalo,Gargalo,España,Galicia,Monterrei,2009,Blanco,"Godello (80%), Treixadura (20%)",13.50,13.0,8.80 
Viñaredo Godello,Adegas Santa Marta,España,Galicia,Valdeorras,2009,Blanco,Godello,12.50,13.0,6.00 
Valdesil,Bodegas Valdesil,España,Galicia,Valdeorras,2008,Blanco,Godello,13.50,13.0,10.70
Quinta das Tapias Treixadura,Pazo Blanco Núñez,España,Galicia,Monterrei,2009,Blanco,Treixadura,13.50,12.5,3.50 
Pazo de Monterrey,Bodega Pazos del Rey,España,Galicia,Monterrei,2009,Blanco,"Treixadura (65%), Godello (35%)",14.00,12.5,8.00 
A Coroa,Adega A Coroa,España,Galicia,Valdeorras,2009,Blanco,Godello,13.50,12.5,10.00
Viña Somoza Selección,Bodegas y Viñedos Viña Somoza,España,Galicia,Valdeorras,2008,Blanco,Alcohol: 13.00º,Consumo óptimo: En 2010,12.0,25.00
Abadía da Cova Albariño,Adegas Moure,España,Galicia,Ribeira Sacra,2009,Blanco,Albariño,12.50,11.5,9.00 
Regina Viarum Godello,Bodegas Regina Viarum,España,Galicia,Ribeira Sacra,2009,Blanco,Godello,13.00,10.5,8.00 
Maior de Mendoza 3 Crianzas,Maior de Mendoza (Coto de Xiabre),España,Galicia,Rías Baixas,2007,Blanco,Albariño,13.00,15.0,23.00
Val do Sosego,Bodegas As Laxas,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,14.5,10.00
Burgans,Bodegas Martín Códax,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,14.5,11.00
Terra d'Ouro,Bodegas Pazo de Villarei,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,14.5,11.50
Serra da Estrela,Bodegas Couto,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,14.5,12.00
1583 Albariño de Fefiñanes,Bodegas del Palacio de Fefiñanes,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,14.5,17.00
Nana,Attis Bodegas y Viñedos,España,Galicia,Rías Baixas,2008,Blanco,Albariño,13.00,14.5,"
Amar"
Eidos de Padriñan,Adegas Dos Eidos,España,Galicia,Rías Baixas,2009,Blanco,Albariño,13.00,14.0,12.00
Laxas Condado,Bodegas As Laxas,España,Galicia,Rías Baixas,2009,Blanco,"Albariño (55%), Treixadura (30%), Loureiro (15%)",12.50,14.0,13.50
Segrel,Bodegas Pablo Padín,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,13.5,7.00 
Esencia Diviña,Adegas Gran Vinum,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,13.5,10.00
Pontellón,Adegas Tollodouro,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.00,13.5,12.00
Lagar de Costa Barrica,Dolores Fontán Limeres,España,Galicia,Rías Baixas,2008,Blanco,Albariño,13.00,13.5,15.00
Capricho de Morgadío,Adegas Morgadío,España,Galicia,Rías Baixas,2008,Blanco,Albariño,13.00,13.5,22.00
Gran Catedral,Bodegas Núñez Andión,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,13.0,"
Amar"
Xión,Attis Bodegas y Viñedos,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.70,13.0,6.00 
Finca de Arantei,Bodegas La Val,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.00,13.0,9.00 
Señorio da Regas,Adegas Castrobrey,España,Galicia,Rías Baixas,2009,Blanco,"Albariño, Treixadura, Godello, Torrontés",12.50,13.0,13.00
Granbazán Limousin,Granbazán (Agro de Bazán),España,Galicia,Rías Baixas,2008,Blanco,Albariño,12.50,13.0,25.00
Genuino,Bodegas Núñez Andión,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,12.5,"
Amar"
Andión,Bodegas Núñez Andión,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,12.5,10.00
Granbazán Etiqueta Verde,Granbazán (Agro de Bazán),España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,12.0,8.00 
Ria de Arosa,Carlos Castro Serantes (Tomada de Castro),España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,12.0,9.00 
Zios de Lusco,Adega Pazos de Lusco,España,Galicia,Rías Baixas,2008,Blanco,Albariño,13.00,12.0,8.90 
Leirana,Bodegas Forjas del Salnés,España,Galicia,Rías Baixas,2008,Blanco,Albariño,12.50,12.0,18.00
Goliardo A Telleira,Bodegas Forjas del Salnés,España,Galicia,Rías Baixas,2008,Blanco,Albariño,Consumo óptimo: De 2010 a 2011,11.0,23.00
Albariño de Fefiñanes III Año,Bodegas del Palacio de Fefiñanes,España,Galicia,Rías Baixas,2006,Blanco,Albariño,12.50,16.5,28.00
Finca Valiñas Crianza sobre Lias,Bodegas Mar de Frades,España,Galicia,Rías Baixas,2008,Blanco,Albariño,13.00,16.0,17.00
Zarate Tras da Viña,E. Pomares Zárate e Hijos,España,Galicia,Rías Baixas,2007,Blanco,Albariño,12.50,15.0,15.15
Martin Códax Lias,Bodegas Martín Códax,España,Galicia,Rías Baixas,2007,Blanco,Albariño,13.00,15.0,16.00
Martín Códax Gallaecia,Bodegas Martín Códax,España,Galicia,Rías Baixas,2007,Blanco,Albariño,13.00,15.0,40.00
Fulget,Maior de Mendoza (Coto de Xiabre),España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,14.5,9.00 
Contrapunto,Granbazán (Agro de Bazán),España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,14.0,6.50 
Maior de Mendoza Sobre Lias,Maior de Mendoza (Coto de Xiabre),España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,14.0,12.00
Terras Gauda O Rosal,Bodegas Terras Gauda,España,Galicia,Rías Baixas,2009,Blanco,"Albariño, Caiño, Loureiro",12.50,13.5,9.60 
Gran Vinum,Adegas Gran Vinum,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,13.5,12.00
Casal Caeiro Sobre Lías,Bodegas Castro Martín,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.00,13.0,8.00 
Castro Martin Sobre Lías,Bodegas Castro Martín,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.00,13.0,9.50 
Lusco,Adega Pazos de Lusco,España,Galicia,Rías Baixas,2008,Blanco,Albariño,13.00,13.0,13.50
Pazo Baión,Pazo Baión,España,Galicia,Rías Baixas,2008,Blanco,Albariño,12.50,13.0,15.00
Fillaboa,Bodegas Fillaboa,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,12.5,10.00
Pazo Pondal,Pazo Pondal,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,12.5,12.50
Leirana,Bodegas Forjas del Salnés,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,12.5,15.00
Tvronia,Adega Quinta Couselo,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,12.0,10.00
Zarate,E. Pomares Zárate e Hijos,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,12.0,10.15
Granbazán Etiqueta Ámbar,Granbazán (Agro de Bazán),España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,12.0,10.50
Laxas,Bodegas As Laxas,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,12.0,12.00
Tollodouro Rosal,Adegas Tollodouro,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,12.0,13.00
Davila L-100,Adegas Valmiñor,España,Galicia,Rías Baixas,2007,Blanco,Loureiro (100%),13.00,12.0,19.00
Condes de Albarei En Rama,Adega Condes de Albarei,España,Galicia,Rías Baixas,2005,Blanco,Albariño,13.00,12.0,40.00
Tomada de Castro,Carlos Castro Serantes (Tomada de Castro),España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,11.5,10.00
Lagar de Costa,Lagar de Costa,España,Galicia,Rías Baixas,2009,Blanco,Albariño,13.50,11.5,10.50
Pazo Barrantes,Bodegas Pazo de Barrantes,España,Galicia,Rías Baixas,2009,Blanco,Albariño,13.00,10.0,13.50
Añada de Baladiña,Lagar de Besada,España,Galicia,Rías Baixas,2004,Blanco,Albariño,Consumo óptimo: En 2010,10.0,18.00
Guímaro B1P,Guímaro (Pedro M Rodríguez Pérez),España,Galicia,Ribeira Sacra,Tipo:  Tinto,"Castas: Mencía (80%), Caiño (10%), Garnacha Tintorera (10%)",Alcohol: 13.50º,Consumo óptimo: De 2010 a 2015,16.0,25.00
Joaquin Rebolledo Mencía,Joaquín Rebolledo,España,Galicia,Valdeorras,2009,Tinto,Mencía,13.00,15.0,6.00 
Goliardo Espadeiro,Bodegas Forjas del Salnés,España,Galicia,Rías Baixas,2008,Tinto,Espadeiro,12.50,15.0,30.00
Crego e Monaguillo Mencía,Crego e Monaguillo,España,Galicia,Monterrei,2009,Tinto,"Mencía (90%), Tempranillo (10%)",13.50,14.5,5.00 
Sameirás Tinto,Sameirás,España,Galicia,Ribeiro,2009,Tinto,"Brancellao, Caiño, Mencía, Sousón",12.00,14.5,15.00
Abadía da Cova,Adegas Moure,España,Galicia,Ribeira Sacra,2009,Tinto,Mencía,13.00,14.0,8.30 
Joaquin Rebolledo Barrica,Joaquín Rebolledo,España,Galicia,Valdeorras,2008,Tinto,Mencía,13.50,14.0,8.00 
Adega Barbado,Tomás Rodríguez González,España,Galicia,Ribeira Sacra,2009,Tinto,Otras,14.00,13.5,"
Cere"
Abadía de Gomariz,Coto de Gomariz,España,Galicia,Ribeiro,2008,Tinto,"Sousón, Brancellao, Ferrol, Mencía",13.30,13.5,10.50
Regina Expresión,Bodegas Regina Viarum,España,Galicia,Ribeira Sacra,2007,Tinto,Mencía,13.50,13.5,11.00
Alcouce,Chao do Couso,España,Galicia,Ribeira Sacra,2006,Tinto,Mencía,13.50,13.5,29.00
Regina Viarum Vendimia Seleccionada,Bodegas Regina Viarum,España,Galicia,Ribeira Sacra,2009,Tinto,Mencía,13.50,13.0,"
Cere"
Guímaro,Guímaro (Pedro M Rodríguez Pérez),España,Galicia,Ribeira Sacra,2009,Tinto,Mencía,14.50,13.0,8.00 
