Wine,Winery,Country,Region,Sub Region,Year,Type,Grape,Alcohol,Review Score,Price
Pirineos Mesache,Bodega Pirineos,España,Aragón,Somontano,2004,Tinto,"Garnacha, Parraleta, Cabernet Sauvignon, Syrah",13.50,10.0,4.80 
Fábregas Tinto Joven,Bodegas Fábregas,España,Aragón,Somontano,2003,Tinto,"Tempranillo, Merlot, Cabernet Sauvignon",13.00,9.5,4.00 
Viña San Marcos Joven,Bodegas Lalanne,España,Aragón,Somontano,2004,Tinto,Otras,12.00,9.5,"
Gran"
Osca Joven,Bodegas Borruel (Osca),España,Aragón,Somontano,2004,Tinto,"Tempranillo, Moristel",12.50,9.5,3.50 
Blecua,Viñas del Vero,España,Aragón,Somontano,2002,Tinto,Otras,14.00,16.0,"
Guin"
Marboré (muestra),Bodega Pirineos,España,Aragón,Somontano,2002,Tinto,"Tempranillo, Merlot, Cabernet Sauvignon, Moristel, Parraleta",Consumo óptimo: De 2005 a 2010.,15.5,20.00
Secastilla,Viñas del Vero,España,Aragón,Somontano,2003,Tinto,"Garnacha, Otras",14.00,15.0,"
Guin"
Enate Merlot-Merlot,Viñedos y Crianzas del Alto Aragón (Enate),España,Aragón,Somontano,2002,Tinto,Merlot,14.00,15.0,20.00
Castillo de Monesma Crianza Cabernet Sauvignon,Dalcamp,España,Aragón,Somontano,2000,Tinto,Cabernet Sauvignon,14.00,14.5,10.00
Viñas del Vero Clarión,Viñas del Vero,España,Aragón,Somontano,2003,Blanco,Otras,13.00,14.0,12.00
Montesierra Crianza,Bodega Pirineos,España,Aragón,Somontano,2001,Tinto,"Tempranillo, Cabernet Sauvignon, Moristel",13.50,14.0,8.00 
Viñas del Vero Gran Vos Reserva,Viñas del Vero,España,Aragón,Somontano,2002,Tinto,Otras,13.50,14.0,12.00
Fábregas Cabernet-Merlot,Bodegas Fábregas,España,Aragón,Somontano,2002,Tinto,"Cabernet Sauvignon, Merlot",13.00,13.5,5.00 
Osca Crianza,Bodegas Borruel (Osca),España,Aragón,Somontano,2002,Tinto,"Tempranillo, Cabernet Sauvignon",13.00,13.5,6.50 
Pirineos Merlot-Cabernet,Bodega Pirineos,España,Aragón,Somontano,2002,Tinto,"Cabernet Sauvignon, Merlot",13.00,13.5,11.00
Idrias Chardonnay,Bodegas Sierra de Guara,España,Aragón,Somontano,2004,Blanco,Chardonnay,13.50,13.0,6.20 
Bodega Pirineos Chardonnay,Bodega Pirineos,España,Aragón,Somontano,2002,Blanco,Chardonnay,Consumo óptimo: De 2005 a 2006.,13.0,12.00
Bestué Finca Rableros,Bodega Otto Bestué,España,Aragón,Somontano,2003,Tinto,"Cabernet Sauvignon, Tempranillo",13.50,13.0,6.30 
Osca Gran Eroles Reserva,Bodegas Borruel (Osca),España,Aragón,Somontano,2001,Tinto,"Cabernet Sauvignon, Tempranillo",13.00,13.0,9.00 
Señorío de Lazán Reserva,Bodega Pirineos,España,Aragón,Somontano,2000,Tinto,"Tempranillo, Cabernet Sauvignon, Moristel",13.00,13.0,9.50 
Lalanne Reserva,Bodegas Lalanne,España,Aragón,Somontano,1998,Tinto,"Cabernet Sauvignon (60%), Merlot (40%)",12.50,13.0,14.00
,N/D,,N/D,N/D,Tipo:  Sin-definir,Alcohol: º,Ph: ,Azucar residual: gr.,,€ / 0
Enate Chardonnay Fermentado en Barrica,Viñedos y Crianzas del Alto Aragón (Enate),España,Aragón,Somontano,2002,Blanco,Chardonnay (100%),13.50,12.5,15.00
Laus Crianza,Bodegas Laus,España,Aragón,Somontano,2002,Tinto,Otras,13.50,12.5,"
Guin"
Enate Crianza Tempranillo-Cabernet Sauvignon,Viñedos y Crianzas del Alto Aragón (Enate),España,Aragón,Somontano,2002,Tinto,"Tempranillo, Cabernet Sauvignon",13.50,12.5,9.00 
Viñas del Vero Colección Merlot,Viñas del Vero,España,Aragón,Somontano,2002,Tinto,Merlot,13.50,12.5,7.50 
Viñas del Vero Colección Cabernet Sauvignon,Viñas del Vero,España,Aragón,Somontano,2002,Tinto,Cabernet Sauvignon,13.50,12.5,7.50 
Olvena Chardonnay,Bodegas y Viñedos Olvena,España,Aragón,Somontano,2003,Blanco,Chardonnay,13.50,11.5,11.00
Osca Chardonnay,Bodegas Borruel (Osca),España,Aragón,Somontano,2002,Blanco,Chardonnay (100%),13.00,11.5,6.00 
Lalanne Crianza,Bodegas Lalanne,España,Aragón,Somontano,2002,Tinto,"Cabernet Sauvignon (60%), Merlot (40%)",12.50,11.5,7.80 
Idrias Abiego,Bodegas Sierra de Guara,España,Aragón,Somontano,2003,Tinto,"Tempranillo, Merlot, Cabernet Sauvignon",13.00,11.0,6.00 
Olvena Crianza,Bodegas y Viñedos Olvena,España,Aragón,Somontano,2002,Tinto,Cabernet Sauvignon (100%),13.50,11.0,8.50 
Mascun Garnacha,Bodegas Borruel (Osca),España,Aragón,Somontano,2001,Tinto,Garnacha (100%),13.00,11.0,12.00
Osca Merlot Crianza,Bodegas Borruel (Osca),España,Aragón,Somontano,2000,Tinto,Merlot (100%),13.00,11.0,8.00 
Idrias Sevil,Bodegas Sierra de Guara,España,Aragón,Somontano,2002,Tinto,"Merlot, Cabernet Sauvignon",14.00,10.5,12.00
Vega Ferrera Crianza,Bodegas Fábregas,España,Aragón,Somontano,2000,Tinto,"Tempranillo, Cabernet Sauvignon",13.00,10.5,6.00 
Viñas del Vero Crianza,Viñas del Vero,España,Aragón,Somontano,2002,Tinto,"Cabernet Sauvignon, Tempranillo",13.00,10.0,"
Gran"
Cánfora Pie Franco Reserva Especial,Bodegas Campos Reales,España,Castilla La Mancha,La Mancha,2001,Tinto,Tempranillo,14.50,15.0,"
Guin"
Vitis Terrarum Tempranillo,Bodegas Vitis Terrarum,España,Castilla La Mancha,Otros Castilla La Mancha,2001,Tinto,Tempranillo (100%),14.00,15.0,30.00
Masia Duch Bressol,Masia Duch,España,Cataluña,Priorat,2000,Tinto,Otras,13.50,15.0,17.78
Remelluri Colección Jaime Rodríguez,Granja Ntra. Sra. de Remelluri,España,La Rioja (España),Rioja,2001,Tinto,Tempranillo,14.00,15.0,50.00
Tagonius Crianza,Bodegas Tagonius,España,Madrid,Vinos de Madrid,2000,Tinto,"Tempranillo (45%), Cabernet Sauvignon (40%), Syrah (15%)",13.00,14.5,12.00
Torre de Barreda Amigos,Bodegas Juan de la Barreda,España,Castilla La Mancha,Otros Castilla La Mancha,2000,Tinto,Tempranillo (100%),14.00,14.5,11.00
Masia Duch El Tancat,Masia Duch,España,Cataluña,Priorat,1999,Tinto,Otras,13.50,14.5,23.51
Finca La Cantera de Santa Ana,Bodegas García Burgos,España,N/D,Navarra,2003,Tinto,Otras,13.50,14.0,"
Guin"
SirSell,Cellers Capafons-Ossó,España,Cataluña,Priorat,2003,Tinto,"Garnacha, Mazuelo, Merlot, Cabernet Sauvignon",14.00,14.0,"
Guin"
Quatro Pagos,Bodegas Castillo de Maetierra,España,La Rioja (España),Rioja,2002,Tinto,"Tempranillo, Graciano, Garnacha",13.00,14.0,"
Guin"
Tagonius Gran Vino Selección Reserva,Bodegas Tagonius,España,Madrid,Vinos de Madrid,2000,Tinto,"Cabernet Sauvignon (50%), Syrah (45%), Tempranillo (5%)",13.50,14.0,55.00
Don Suero,Bodegas Vinos de León,España,Castilla y León,Otros Castilla y León,2000,Tinto,Prieto Picudo,13.00,14.0,"
Guin"
Viña Sastre Baton (muestra),Bodegas Hnos. Sastre,España,Castilla y León,Ribera del Duero,2002,Tinto,Tempranillo,Consumo óptimo: De 2005 a 2008.,14.0,"
Guin"
Viña Sastre Carod (muestra),Bodegas Hnos. Sastre,España,Castilla y León,Ribera del Duero,2002,Tinto,Tempranillo,Consumo óptimo: De 2006 a 2010.,14.0,"
Guin"
Espelt Coralí,Espelt Viticultors,España,Cataluña,Empordà-Costa Brava,2004,Rosado,"Merlot, Cabernet Sauvignon, Garnacha",13.00,13.5,"
Cere"
Picea 650,Viñedos del Ternero,España,La Rioja (España),Rioja,2003,Tinto,Tempranillo,13.00,13.5,"
Gran"
Baltasar Gracián Macabeo,Bodegas San Alejandro,España,Aragón,Calatayud,2004,Blanco,Macabeo (100%),13.50,13.0,"
Amar"
Baltasar Gracián Garnacha Viñas Viejas,Bodegas San Alejandro,España,Aragón,Calatayud,2002,Tinto,Garnacha (100%),14.50,13.0,"
Gran"
Nobleza de Barros Merlot Crianza,Bodegas Bernarda González Pacheco,España,Extremadura,Ribera del Guadiana,2002,Tinto,Merlot,13.00,13.0,4.00 
Mas Ferrant Pinya de Rosa,Mont-Ferrant,España,Cataluña,Penedès,2001,Tinto,"Cabernet Sauvignon (65%), Merlot (35%)",13.50,13.0,"
Guin"
Mas Ferrant Sang Nova Reserva,Mont-Ferrant,España,Castilla y León,Cigales,2000,Tinto,Ull de Llebre,13.50,13.0,"
Rubí"
Remelluri Reserva,Granja Ntra. Sra. de Remelluri,España,La Rioja (España),Rioja,2000,Tinto,Tempranillo,13.00,13.0,14.00
Raimat Abadía,Raimat,España,Cataluña,Costers del Segre,2002,Blanco,"Chardonnay (65%), Sauvignon Blanc (25%), Albariño (10%)",12.50,12.5,"
Amar"
Ego Primus,Dionisos Agricultura Biólogica,España,Castilla La Mancha,Otros Castilla La Mancha,2003,Tinto,Tempranillo,13.50,12.5,"
Guin"
Gavanza,Bodegas Castillo de Maetierra,España,La Rioja (España),Rioja,2002,Tinto,"Tempranillo (80%), Graciano (15%), Garnacha (5%)",13.00,12.5,"
Gran"
Ribaguda Cepas Viejas Garnacha Crianza,Bodegas Fin de Siglo,España,La Rioja (España),Rioja,2001,Tinto,Garnacha (100%),14.00,12.5,"
Rubí"
Elverite Verdejo,Bodegas Villacezán,España,Castilla y León,Otros Castilla y León,2004,Blanco,Verdejo (100%),13.00,12.0,"
Amar"
Ribaguda,Bodegas Fin de Siglo,España,La Rioja (España),Rioja,2003,Blanco,Viura (100%),13.50,12.0,"
Amar"
Baltasar Gracián Expresión,Bodegas San Alejandro,España,Aragón,Calatayud,2001,Tinto,"Garnacha (53%), Syrah (28%), Tempranillo (19%)",14.00,11.5,"
Guin"
Baltasar Gracián Varietales,Bodegas San Alejandro,España,Aragón,Calatayud,2002,Tinto,"Syrah (50%), Tempranillo (33%), Merlot (13%), Cabernet Sauvignon (4%)",14.00,11.0,"
Guin"
Monasterio de Palazuelos Sauvignon,Hijos de Alberto Gutiérrez,España,Castilla y León,Rueda,2004,Blanco,Sauvignon Blanc (100%),13.00,14.5,"
Amar"
Doña Beatriz Verdejo-Viura,Bodegas Cerrosol,España,Castilla y León,Rueda,2004,Blanco,"Viura, Verdejo",12.50,14.0,"
Amar"
Azumbre Sauvignon,Bodega Cuatro Rayas,España,Castilla y León,Rueda,2004,Blanco,Sauvignon Blanc,12.50,14.0,"
Amar"
Finca La Colina Sauvignon,Vinos Sanz,España,Castilla y León,Rueda,2004,Blanco,Sauvignon Blanc (100%),13.00,14.0,"
Amar"
Valle de la Vega Sauvignon,Bodegas Cerrosol,España,Castilla y León,Rueda,2004,Blanco,Sauvignon Blanc (100%),13.50,13.5,"
Amar"
Sanz Sauvignon,Vinos Sanz,España,Castilla y León,Rueda,2004,Blanco,Sauvignon Blanc (100%),13.00,13.5,"
Amar"
Marqués de Riscal Sauvignon,Bodegas de los Herederos del Marqués de Riscal,España,Castilla y León,Rueda,2004,Blanco,Sauvignon Blanc,13.00,13.5,"
Amar"
Viña Marian Rueda,Bodegas Señorío de Nava,España,Castilla y León,Rueda,2004,Blanco,"Verdejo (50%), Viura (50%)",13.00,13.0,3.48 
Ovación Rueda,Bodega Viña Bajoz,España,Castilla y León,Rueda,2004,Blanco,"Verdejo (60%), Viura (40%)",12.50,13.0,"
Amar"
Hermanos Lurton,Bodega El Albar Lurton,España,Castilla y León,Rueda,2004,Blanco,"Viura, Verdejo, Sauvignon Blanc",12.50,13.0,"
Amar"
Larrua,Bodegas Félix Lorenzo Cachazo,España,Castilla y León,Rueda,2004,Blanco,"Verdejo (50%), Viura (50%)",12.50,13.0,3.00 
Colagon,Bodegas Palacio de Bornos,España,Castilla y León,Rueda,2004,Blanco,"Viura, Verdejo",13.00,13.0,"
Amar"
Martivillí Sauvignon,Angel Lorenzo Cachazo,España,Castilla y León,Rueda,2004,Blanco,Sauvignon Blanc,13.00,13.0,5.50 
Viña Mocén Sauvignon Blanc,Bodegas Mocén,España,Castilla y León,Rueda,2004,Blanco,Sauvignon Blanc,12.50,13.0,5.20 
Doña Beatriz Sauvignon,Bodegas Cerrosol,España,Castilla y León,Rueda,2004,Blanco,Sauvignon Blanc (100%),13.00,12.5,"
Amar"
Palacio de Bornos Sauvignon Blanc,Bodegas Palacio de Bornos,España,Castilla y León,Rueda,2004,Blanco,Sauvignon Blanc,12.50,12.5,"
Amar"
Monasterio de Palazuelos,Hijos de Alberto Gutiérrez,España,Castilla y León,Rueda,2004,Blanco,"Viura (50%), Verdejo (50%)",13.00,12.0,"
Amar"
Vicaral,Vicente Sanz,España,Castilla y León,Rueda,2004,Blanco,"Verdejo, Viura",13.00,12.0,"
Amar"
Viña de Mercado,Grandes Bodegas,España,Castilla y León,Rueda,2004,Blanco,Verdejo,12.50,12.0,4.50 
Tierra Buena,Los Curros (Grupo Yllera),España,Castilla y León,Rueda,2004,Blanco,"Verdejo (60%), Viura (40%)",13.50,11.5,3.40 
Viña Marian Verdejo-Sauvignon,Bodegas Señorío de Nava,España,Castilla y León,Rueda,2004,Blanco,"Verdejo, Sauvignon Blanc",13.00,11.5,4.28 
Mantel Blanco Sauvignon,Álvarez y Díez,España,Castilla y León,Rueda,2004,Blanco,Sauvignon Blanc,12.50,11.5,"
Amar"
Tarde Vienes,Predio de Vascarlón,España,Castilla y León,Rueda,2004,Blanco,Verdejo,12.50,11.0,"
Amar"
Señorío de Garci Grande Sauvignon,Bodegas Garcigrande,España,Castilla y León,Rueda,2004,Blanco,Sauvignon Blanc,12.50,11.0,3.43 
Oro de Castilla Sauvignon Blanc,Bodega Hermanos del Villar,España,Castilla y León,Rueda,2004,Blanco,Sauvignon Blanc (100%),12.50,10.5,7.25 
Viña Cimbron Sauvignon,Bodegas Félix Sanz,España,Castilla y León,Rueda,2004,Blanco,Sauvignon Blanc (100%),12.50,10.5,6.00 
Señorío de Garci Grande,Bodegas Garcigrande,España,Castilla y León,Rueda,2004,Blanco,"Viura, Verdejo",12.50,10.0,2.07 
Viña Cimbron,Bodegas Félix Sanz,España,Castilla y León,Rueda,2004,Blanco,"Viura (50%), Verdejo (50%)",12.50,9.0,3.50 
Blanco Nieva Sauvignon,Viñedos de Nieva,España,Castilla y León,Rueda,2004,Blanco,Sauvignon Blanc,12.50,9.0,"
Amar"
Belondrade y Lurton,Belondrade,España,Castilla y León,Rueda,2003,Blanco,Verdejo (100%),13.80,16.0,18.00
Naiades,Viña Sila,España,Castilla y León,Rueda,2003,Blanco,Verdejo,13.00,15.0,"
Amar"
Palacio de Bornos Vendimia Seleccionada Sauvignon,Bodegas Palacio de Bornos,España,Castilla y León,Rueda,2003,Blanco,Sauvignon Blanc (100%),12.50,14.5,"
Amar"
Blanco Nieva Verdejo Fermentado en Barrica,Viñedos de Nieva,España,Castilla y León,Rueda,2003,Blanco,Verdejo,12.50,14.5,"
Amar"
Marqués de Riscal Limousin,Bodegas de los Herederos del Marqués de Riscal,España,Castilla y León,Rueda,2002,Blanco,Verdejo,12.50,14.5,"
Amar"
José Pariente Fermentado en Barrica,Bodegas José Pariente,España,Castilla y León,Rueda,2002,Blanco,Verdejo (100%),12.50,14.5,7.20 
Las Brisas,Viña Sila,España,Castilla y León,Rueda,2004,Blanco,"Verdejo, Sauvignon Blanc",13.00,13.5,"
Amar"
Cuatro Rayas Verdejo,Bodega Cuatro Rayas,España,Castilla y León,Rueda,2004,Blanco,Verdejo (100%),12.50,13.5,"
Amar"
Catalina de Mercado Verdejo Fermentado en Barrica,Grandes Bodegas,España,Castilla y León,Rueda,2004,Blanco,Verdejo,13.50,13.5,11.50
Mantel Blanco Verdejo Fermentado en Barrica,Álvarez y Díez,España,Castilla y León,Rueda,2002,Blanco,Verdejo,13.00,13.5,"
Amar"
Martivillí Verdejo Fermentado en Barrica,Angel Lorenzo Cachazo,España,Castilla y León,Rueda,2002,Blanco,Verdejo,13.00,13.5,7.75 
,N/D,,N/D,N/D,Tipo:  Sin-definir,Alcohol: º,Ph: ,Azucar residual: gr.,,€ / 0
Tres Olmos Verdejo,Bodegas GarciArévalo,España,Castilla y León,Rueda,2004,Blanco,Verdejo,12.50,13.0,"
Amar"
Gran Cardiel Verdejo,Bodegas Félix Lorenzo Cachazo,España,Castilla y León,Rueda,2004,Blanco,Verdejo (100%),13.00,13.0,3.60 
Casamaro,Bodegas GarciArévalo,España,Castilla y León,Rueda,2004,Blanco,Verdejo,12.00,12.5,"
Amar"
Ovación Verdejo,Bodega Viña Bajoz,España,Castilla y León,Rueda,2004,Blanco,Verdejo (100%),12.50,12.5,4.50 
Valle de la Vega Verdejo,Bodegas Cerrosol,España,Castilla y León,Rueda,2004,Blanco,Verdejo,13.50,12.5,"
Amar"
Vicaral Verdejo,Vicente Sanz,España,Castilla y León,Rueda,2004,Blanco,Verdejo,13.00,12.0,"
Amar"
Viña de Mercado Verdejo,Grandes Bodegas,España,Castilla y León,Rueda,2004,Blanco,Verdejo,13.00,12.0,5.60 
Oro de Castilla Verdejo,Bodega Hermanos del Villar,España,Castilla y León,Rueda,2004,Blanco,Verdejo (100%),12.50,12.0,6.00 
Tramoya Verdejo,Bodegas Dondiego,España,Castilla y León,Rueda,2004,Blanco,Verdejo (100%),13.00,11.5,"
Amar"
Viña Garedo Verdejo,Los Curros (Grupo Yllera),España,Castilla y León,Rueda,2004,Blanco,Verdejo (100%),13.50,11.5,3.75 
Blanco Nieva Verdejo,Viñedos de Nieva,España,Castilla y León,Rueda,2004,Blanco,Verdejo,12.50,11.5,"
Amar"
Zapadorado Verdejo,Bodegas Rueda Pérez,España,Castilla y León,Rueda,2004,Blanco,Verdejo (100%),13.00,11.0,"
Amar"
Señorío de Garci Grande Verdejo,Bodegas Garcigrande,España,Castilla y León,Rueda,2004,Blanco,Verdejo,12.50,11.0,3.23 
Casamaro Verdejo Fermentado en Barrica,Bodegas GarciArévalo,España,Castilla y León,Rueda,2004,Blanco,Verdejo,12.50,11.0,"
Amar"
Nanclares Verdejo,Bodega Javier Sanz Viticultor,España,Castilla y León,Rueda,2004,Blanco,Verdejo,13.00,10.0,4.50 
José Pariente Verdejo,Bodegas José Pariente,España,Castilla y León,Rueda,2004,Blanco,Verdejo (100%),12.50,16.5,6.50 
Viña Mocén Verdejo,Bodegas Mocén,España,Castilla y León,Rueda,2004,Blanco,Verdejo,13.00,15.5,4.90 
Marqués de Riscal Verdejo,Bodegas de los Herederos del Marqués de Riscal,España,Castilla y León,Rueda,2004,Blanco,Verdejo,13.50,15.0,"
Amar"
Sanz Verdejo,Vinos Sanz,España,Castilla y León,Rueda,2004,Blanco,Verdejo,13.00,15.0,"
Amar"
Martivillí Verdejo,Angel Lorenzo Cachazo,España,Castilla y León,Rueda,2004,Blanco,Verdejo,13.00,15.0,5.00 
Palacio de Bornos Verdejo,Bodegas Palacio de Bornos,España,Castilla y León,Rueda,2004,Blanco,Verdejo (100%),13.00,15.0,"
Amar"
Aura,Bodegas Aura,España,Castilla y León,Rueda,2004,Blanco,Verdejo (100%),13.50,14.5,5.50 
Martinsancho Verdejo,Angel Rodríguez Vidal,España,Castilla y León,Rueda,2004,Blanco,Verdejo,13.50,14.5,"
Amar"
Monasterio de Palazuelos Verdejo,Hijos de Alberto Gutiérrez,España,Castilla y León,Rueda,2004,Blanco,Verdejo (100%),13.00,14.0,"
Amar"
Naia Verdejo,Viña Sila,España,Castilla y León,Rueda,2004,Blanco,Verdejo,13.00,14.0,"
Amar"
Doña Beatriz Verdejo,Bodegas Cerrosol,España,Castilla y León,Rueda,2004,Blanco,Verdejo,13.00,14.0,"
Amar"
Azumbre Verdejo Vendimia Seleccionada,Bodega Cuatro Rayas,España,Castilla y León,Rueda,2004,Blanco,Verdejo,12.50,13.5,"
Amar"
Viña Adaja Verdejo,Bodegas GarciArévalo,España,Castilla y León,Rueda,2004,Blanco,Verdejo,13.00,13.0,3.80 
Carrasviñas Verdejo,Bodegas Félix Lorenzo Cachazo,España,Castilla y León,Rueda,2004,Blanco,Verdejo,13.00,13.0,3.60 
Mantel Blanco Verdejo,Álvarez y Díez,España,Castilla y León,Rueda,2004,Blanco,Verdejo,13.00,13.0,"
Amar"
Prius de Moraña Verdejo,Solar de Muñosancho,España,Castilla y León,Rueda,2004,Blanco,Verdejo,13.00,13.0,"
Amar"
Fuente Elvira Verdejo,Bodegas Pedro Escudero,España,Castilla y León,Rueda,2004,Blanco,Verdejo,13.50,13.0,"
Amar"
Atelier Verdejo,Predio de Vascarlón,España,Castilla y León,Rueda,2004,Blanco,Verdejo (100%),13.00,12.5,"
Amar"
Viña Marian Verdejo,Bodegas Señorío de Nava,España,Castilla y León,Rueda,2004,Blanco,"Verdejo (85%), Viura (15%)",12.50,12.5,4.28 
Viña Clavidor Verdejo,Bodegas Vidal Soblechero,España,Castilla y León,Rueda,2004,Blanco,Verdejo,12.50,12.5,"
Amar"
Marqués de Irún Verdejo,Marqués de Irún,España,Castilla y León,Rueda,2004,Blanco,Verdejo,12.50,12.0,5.00 
Villa Narcisa Verdejo,Bodega Javier Sanz Viticultor,España,Castilla y León,Rueda,2004,Blanco,Verdejo,13.00,11.0,6.00 
Viña Cantosán Verdejo,Los Curros (Grupo Yllera),España,Castilla y León,Rueda,2004,Blanco,Verdejo (100%),13.50,10.5,3.90 
Villaester,Viñedos de Villaester (Grupo La Navarra),España,Castilla y León,Toro,2002,Tinto,Tinto de Toro,14.50,17.0,"
Guin"
Hécula,Bodegas Castaño,España,Murcia,Yecla,2003,Tinto,Monastrell (100%),14.00,16.0,"
Guin"
Fidelium Finca Parraldea,Bodegas Parraldea,España,N/D,Navarra,2002,Tinto,"Merlot (50%), Cabernet Sauvignon (35%), Tempranillo (15%)",14.50,16.0,"
Guin"
Castillo Perelada Ex Ex 4,Cavas del Castillo de Perelada,España,Cataluña,Empordà-Costa Brava,2001,Tinto,Syrah (100%),15.00,16.0,45.00
Santa Digna Chardonnay,Familia Torres,Chile,N/D,Curicó,2003,Blanco,Chardonnay (100%),13.50,15.0,7.00 
Castaño Colección,Bodegas Castaño,España,Murcia,Yecla,2003,Tinto,"Monastrell (80%), Cabernet Sauvignon (20%)",14.00,15.0,"
Guin"
Fidelium Selección,Bodegas Parraldea,España,N/D,Navarra,2003,Tinto,"Merlot (50%), Cabernet Sauvignon (35%), Tempranillo (15%)",14.00,15.0,"
Gran"
Clos de L'Anhel Les Terrassetes,Sophie Guiraudon &Philippe Mathias Vignerons,Francia,N/D,Otros Francia,2002,Tinto,Otras,13.00,15.0,"
Guin"
Casa Cisca,Bodegas Castaño,España,N/D,Otros España,2003,Tinto,Monastrell (100%),15.00,15.0,"
Guin"
Guitian Godello Sobre Lías,Bodegas A Tapada,España,Galicia,Valdeorras,2004,Blanco,Godello,12.50,14.5,"
Amar"
Viña Mein Fermentado en Tino,Viña Mein,España,Galicia,Ribeiro,2003,Blanco,"Treixadura, Godello, Loureiro, Torrontés, Albariño",12.50,14.5,"
Amar"
Guitian Godello Fermentado en Barrica,Bodegas A Tapada,España,Galicia,Valdeorras,2003,Blanco,Godello,12.00,14.5,"
Amar"
Hacienda Albae Tempranillo,Hacienda Albae,España,Castilla La Mancha,Otros Castilla La Mancha,2003,Tinto,Tempranillo,14.00,14.5,"
Guin"
Viña Mein Tinto Clásico,Viña Mein,España,Galicia,Ribeiro,2003,Tinto,"Caiño, Mencía, Ferrón",12.50,14.5,"
Guin"
Tobelos Garnacha,La Encina Bodegas y Viñedos,España,La Rioja (España),Rioja,2002,Tinto,Garnacha,14.50,14.5,"
Gran"
Marqués de Alella Clásico,Parxet,España,Cataluña,Alella,2004,Blanco,Pansa Blanca,11.50,14.0,"
Amar"
Viña Mein,Viña Mein,España,Galicia,Ribeiro,2004,Blanco,"Treixadura (85%), Otras (15%)",12.50,14.0,"
Amar"
Vobiscum,David Moreno Peña,España,La Rioja (España),Rioja,2001,Tinto,"Tempranillo (90%), Garnacha (10%)",13.50,14.0,"
Gran"
Irep Tempranillo,Bodegas Santalba,España,La Rioja (España),Rioja,2003,Tinto,Tempranillo (100%),13.50,13.5,"
Guin"
Guitian Godello,Bodegas A Tapada,España,Galicia,Valdeorras,2004,Blanco,Godello,12.50,13.0,"
Amar"
Juan de Albret Chardonnay,Finca Albret,España,N/D,Navarra,2004,Blanco,Chardonnay (100%),12.50,13.0,"
Amar"
Ribas del Cúa,Ribas del Cúa,España,Castilla y León,Bierzo,2003,Tinto,Mencía (100%),14.00,13.0,"
Guin"
Exun Pasión,Vinos y Aceites Laguna,España,Madrid,Vinos de Madrid,Tipo:  Tinto,"Castas: Tempranillo, Cabernet Sauvignon",Alcohol: 13.50º,Consumo óptimo: De 2005 a 2007.,13.0,"
Guin"
Château de Pibarnon,Château de Pibarnon,Francia,N/D,Bandol,2001,Tinto,Mourvèdre,14.00,13.0,"
Gran"
Vicuana,Bodegas Bilbaínas,España,La Rioja (España),Rioja,2003,Tinto,"Tempranillo (75%), Graciano (25%)",13.50,12.5,22.00
Idrias Merlot Rosado,Bodegas Sierra de Guara,España,Aragón,Somontano,2004,Rosado,Merlot (100%),13.00,11.5,"
Rosa"
